trial,image,category,phase,valence,arousal,rating_rt,participant_id,session
0,6313.jpg,negative,baseline,3.0,2.0,7.879115500021726,32,2
1,3350.jpg,negative,baseline,2.0,7.0,2.8548674999910872,32,2
2,2800.jpg,negative,baseline,4.0,6.0,4.024895500013372,32,2
3,7006.jpg,neutral,baseline,5.0,1.0,3.642477300018072,32,2
4,3530.jpg,negative,baseline,5.0,5.0,4.907814400008647,32,2
5,2332.jpg,positive,baseline,5.0,5.0,4.309743799996795,32,2
6,3230.jpg,negative,baseline,3.0,1.0,3.7603188999928534,32,2
7,1920.jpg,positive,baseline,5.0,3.0,5.996584000007715,32,2
8,7003.jpg,neutral,baseline,5.0,1.0,3.4289549000095576,32,2
9,2311.jpg,positive,baseline,7.0,6.0,3.330705400003353,32,2
10,3005.1.jpg,negative,baseline,3.0,7.0,3.895479400001932,32,2
11,2058.jpg,positive,baseline,4.0,5.0,3.2047534000012092,32,2
12,2840.jpg,neutral,baseline,4.0,4.0,3.78534169998602,32,2
13,2150.jpg,positive,baseline,5.0,3.0,2.494290499977069,32,2
14,3500.jpg,negative,baseline,3.0,5.0,3.044092600001022,32,2
15,2377.jpg,neutral,baseline,7.0,2.0,3.9338047000055667,32,2
16,1610.jpg,positive,baseline,6.0,2.0,3.1038713000016287,32,2
17,5510.jpg,neutral,baseline,5.0,2.0,2.883794699999271,32,2
18,7002.jpg,neutral,baseline,5.0,3.0,2.3511330999899656,32,2
19,3101.jpg,negative,baseline,3.0,9.0,5.880498899990926,32,2
20,2540.jpg,positive,baseline,5.0,7.0,5.658655000006547,32,2
21,1440.jpg,positive,baseline,5.0,3.0,3.0340737999940757,32,2
22,2570.jpg,neutral,baseline,5.0,2.0,3.216555699997116,32,2
23,2360.jpg,positive,baseline,6.0,3.0,3.611973899998702,32,2
24,1460.jpg,positive,baseline,4.0,2.0,5.0014084999857005,32,2
25,7004.jpg,neutral,baseline,5.0,1.0,2.4804619000060484,32,2
26,2340.jpg,positive,baseline,5.0,2.0,4.484865499980515,32,2
27,2095.jpg,negative,baseline,3.0,7.0,4.690817599999718,32,2
28,6212.jpg,negative,baseline,5.0,5.0,5.010925300011877,32,2
29,2205.jpg,negative,baseline,3.0,4.0,6.338912700011861,32,2
30,2154.jpg,positive,baseline,6.0,5.0,4.042544600000838,32,2
31,5532.jpg,neutral,baseline,5.0,4.0,4.157299799990142,32,2
32,7017.jpg,neutral,baseline,5.0,1.0,2.7225653999776114,32,2
33,1710.jpg,positive,baseline,6.0,3.0,4.960040499980096,32,2
34,2530.jpg,positive,baseline,6.0,3.0,4.1437864000035916,32,2
35,2091.jpg,positive,baseline,7.0,3.0,6.4820224000141025,32,2
36,3103.jpg,negative,baseline,4.0,6.0,5.256067400012398,32,2
37,3180.jpg,negative,baseline,4.0,5.0,4.576095600001281,32,2
38,2101.jpg,neutral,baseline,5.0,4.0,4.4117924999736715,32,2
39,2393.jpg,neutral,baseline,5.0,3.0,5.353707100002794,32,2
40,2200.jpg,neutral,baseline,5.0,3.0,2.593503000010969,32,2
41,2209.jpg,positive,baseline,6.0,4.0,3.5100767000112683,32,2
42,3225.jpg,negative,baseline,4.0,6.0,6.479985100013437,32,2
43,3030.jpg,negative,baseline,3.0,8.0,4.434886900009587,32,2
44,2749.jpg,neutral,baseline,5.0,4.0,6.220840900001349,32,2
45,6360.jpg,negative,baseline,4.0,3.0,3.7577107999823056,32,2
46,2050.jpg,positive,baseline,4.0,3.0,4.566688499995507,32,2
47,7009.jpg,neutral,baseline,5.0,1.0,4.789319200004684,32,2
48,7018.jpg,neutral,baseline,5.0,2.0,4.130797400022857,32,2
49,2347.jpg,positive,baseline,5.0,4.0,2.7794809000042733,32,2
50,2411.jpg,neutral,baseline,5.0,4.0,4.816047500004061,32,2
51,3301.jpg,negative,baseline,4.0,4.0,6.03922170001897,32,2
52,1441.jpg,positive,baseline,5.0,2.0,5.4432228000077885,32,2
53,3195.jpg,negative,baseline,5.0,8.0,5.043413100007456,32,2
54,5920.jpg,neutral,baseline,5.0,7.0,4.45447939998121,32,2
55,7000.jpg,neutral,baseline,5.0,3.0,4.32612800001516,32,2
56,2703.jpg,negative,baseline,4.0,6.0,6.1893745999841485,32,2
57,7012.jpg,neutral,baseline,5.0,3.0,3.3987425999948755,32,2
58,6350.jpg,negative,baseline,4.0,3.0,5.214266499999212,32,2
59,1750.jpg,positive,baseline,5.0,2.0,4.6425675000064075,32,2
0,3530.jpg,negative,regulation,5.0,7.0,3.929617400019197,32,2
1,2800.jpg,negative,regulation,3.0,7.0,5.154443299979903,32,2
2,3005.1.jpg,negative,regulation,4.0,7.0,4.819122699991567,32,2
3,3301.jpg,negative,regulation,4.0,5.0,3.5154199000098743,32,2
4,3101.jpg,negative,regulation,4.0,8.0,4.07598809999763,32,2
5,3180.jpg,negative,regulation,4.0,6.0,7.500574299978325,32,2
6,3225.jpg,negative,regulation,4.0,8.0,7.984223200008273,32,2
7,6350.jpg,negative,regulation,5.0,5.0,5.149355199973797,32,2
8,6360.jpg,negative,regulation,4.0,7.0,6.725903100013966,32,2
9,2703.jpg,negative,regulation,5.0,7.0,7.382756600010907,32,2
10,2205.jpg,negative,regulation,3.0,7.0,5.815759399993112,32,2
11,3030.jpg,negative,regulation,3.0,8.0,3.67432779999217,32,2
12,3230.jpg,negative,regulation,4.0,3.0,6.954471899982309,32,2
13,2095.jpg,negative,regulation,4.0,8.0,5.934245000011288,32,2
14,6212.jpg,negative,regulation,5.0,8.0,4.644518499990227,32,2
15,3103.jpg,negative,regulation,4.0,8.0,5.060108200006653,32,2
16,6313.jpg,negative,regulation,4.0,7.0,5.8172340000164695,32,2
17,3195.jpg,negative,regulation,4.0,8.0,5.178236299980199,32,2
18,3350.jpg,negative,regulation,4.0,8.0,4.995870999991894,32,2
19,3500.jpg,negative,regulation,5.0,7.0,4.400555800006259,32,2
