trial,image,category,phase,valence,arousal,rating_rt,participant_id,session
0,7150.jpg,neutral,baseline,5.0,5.0,3.1313350999998875,105,2
1,8010.jpg,neutral,baseline,5.0,5.0,3.6964951999998448,105,2
2,9210.jpg,neutral,baseline,5.0,5.0,2.6693165000006047,105,2
3,9140.jpg,negative,baseline,3.0,4.0,2.855348399999457,105,2
4,7175.jpg,neutral,baseline,5.0,4.0,3.1124343999999837,105,2
5,5825.jpg,positive,baseline,6.0,5.0,1.986267599999337,105,2
6,9571.jpg,negative,baseline,2.0,8.0,2.366607799999656,105,2
7,5780.jpg,positive,baseline,7.0,7.0,1.978425100000095,105,2
8,7484.jpg,neutral,baseline,7.0,6.0,3.1111455000000205,105,2
9,7211.jpg,neutral,baseline,5.0,5.0,2.5027219000003242,105,2
10,9413.jpg,negative,baseline,3.0,7.0,3.521571600000243,105,2
11,7270.jpg,positive,baseline,7.0,7.0,2.5245786000004955,105,2
12,2550.jpg,positive,baseline,7.0,7.0,2.5891082999996797,105,2
13,9414.jpg,negative,baseline,3.0,6.0,2.0371875000000728,105,2
14,9800.jpg,negative,baseline,1.0,5.0,3.274709100000109,105,2
15,6540.jpg,negative,baseline,1.0,9.0,2.113592300000164,105,2
16,7950.jpg,neutral,baseline,4.0,5.0,1.91680340000039,105,2
17,7025.jpg,neutral,baseline,5.0,3.0,2.655655399999887,105,2
18,7186.jpg,neutral,baseline,5.0,2.0,1.9821246999999858,105,2
19,9254.jpg,negative,baseline,1.0,9.0,2.557916299999306,105,2
20,9910.jpg,negative,baseline,2.0,6.0,2.600293600000441,105,2
21,9921.jpg,negative,baseline,1.0,8.0,3.6175979999998162,105,2
22,7050.jpg,neutral,baseline,4.0,3.0,2.3629633000000467,105,2
23,7640.jpg,neutral,baseline,4.0,4.0,3.9178464999995413,105,2
24,5210.jpg,positive,baseline,6.0,4.0,2.336564399999588,105,2
25,8420.jpg,positive,baseline,5.0,5.0,2.9422881999998935,105,2
26,9421.jpg,negative,baseline,3.0,4.0,2.9530204000002414,105,2
27,9220.jpg,negative,baseline,3.0,4.0,2.2614747999996325,105,2
28,5700.jpg,positive,baseline,6.0,4.0,2.1545595999996294,105,2
29,9322.jpg,negative,baseline,1.0,8.0,3.490295100000367,105,2
30,5600.jpg,positive,baseline,7.0,6.0,3.02328530000068,105,2
31,7035.jpg,neutral,baseline,5.0,3.0,3.3361142000003383,105,2
32,8170.jpg,positive,baseline,7.0,5.0,2.1899530000000595,105,2
33,7041.jpg,neutral,baseline,5.0,3.0,2.358845300000212,105,2
34,7502.jpg,positive,baseline,6.0,7.0,4.083877699999903,105,2
35,5760.jpg,positive,baseline,8.0,8.0,3.061392400000841,105,2
36,7077.jpg,neutral,baseline,5.0,3.0,2.970191600000362,105,2
37,7037.jpg,neutral,baseline,5.0,3.0,2.109689800000524,105,2
38,9560.jpg,negative,baseline,2.0,6.0,2.20137909999994,105,2
39,8190.jpg,positive,baseline,7.0,6.0,3.024295400000483,105,2
40,8501.jpg,positive,baseline,8.0,8.0,2.3853105000007417,105,2
41,6560.jpg,negative,baseline,1.0,8.0,3.895462999999836,105,2
42,9040.jpg,negative,baseline,1.0,9.0,2.5990976000002775,105,2
43,6520.jpg,negative,baseline,2.0,7.0,2.802108099999714,105,2
44,5831.jpg,positive,baseline,4.0,6.0,5.66278340000008,105,2
45,5830.jpg,positive,baseline,5.0,5.0,2.333653300000151,105,2
46,8200.jpg,positive,baseline,5.0,5.0,2.4510584999998173,105,2
47,7161.jpg,neutral,baseline,5.0,5.0,3.69633900000008,105,2
48,5910.jpg,positive,baseline,7.0,7.0,2.416921899999579,105,2
49,5833.jpg,positive,baseline,7.0,7.0,2.7803411000004417,105,2
50,8496.jpg,positive,baseline,8.0,8.0,3.8616458999995302,105,2
51,7247.jpg,neutral,baseline,3.0,6.0,5.94286430000011,105,2
52,9901.jpg,negative,baseline,2.0,8.0,2.6448594999992565,105,2
53,8370.jpg,positive,baseline,7.0,7.0,2.2147713000003932,105,2
54,6570.jpg,negative,baseline,1.0,9.0,2.131831100000454,105,2
55,9940.jpg,negative,baseline,4.0,5.0,3.665200399999776,105,2
56,7179.jpg,neutral,baseline,5.0,6.0,2.4389423000002353,105,2
57,6563.jpg,negative,baseline,4.0,4.0,2.734074199999668,105,2
58,7020.jpg,neutral,baseline,4.0,5.0,2.5389526999997543,105,2
59,7287.jpg,neutral,baseline,3.0,6.0,3.277611700000307,105,2
0,9940.jpg,negative,regulation,5.0,2.0,3.0267712000004394,105,2
1,9560.jpg,negative,regulation,4.0,2.0,2.1959587999999712,105,2
2,9921.jpg,negative,regulation,4.0,2.0,2.996611500000654,105,2
3,9220.jpg,negative,regulation,5.0,2.0,3.129683200000727,105,2
4,6563.jpg,negative,regulation,5.0,2.0,2.3621487999998863,105,2
5,6540.jpg,negative,regulation,2.0,2.0,3.0799124000004667,105,2
6,9322.jpg,negative,regulation,2.0,8.0,2.2625906999992367,105,2
7,6570.jpg,negative,regulation,4.0,2.0,3.1625191000002815,105,2
8,9421.jpg,negative,regulation,5.0,2.0,2.362727900000209,105,2
9,9901.jpg,negative,regulation,4.0,3.0,4.347807000000103,105,2
10,9414.jpg,negative,regulation,4.0,2.0,3.046060600000601,105,2
11,9254.jpg,negative,regulation,3.0,6.0,3.31343250000009,105,2
12,9140.jpg,negative,regulation,3.0,6.0,2.263145099999747,105,2
13,9040.jpg,negative,regulation,1.0,8.0,2.5455039999997098,105,2
14,9800.jpg,negative,regulation,1.0,6.0,3.595885400000043,105,2
15,6560.jpg,negative,regulation,1.0,3.0,3.0623104000005696,105,2
16,9413.jpg,negative,regulation,5.0,2.0,2.8796401999998125,105,2
17,6520.jpg,negative,regulation,5.0,2.0,4.530456100000265,105,2
18,9910.jpg,negative,regulation,5.0,2.0,2.245395300000382,105,2
19,9571.jpg,negative,regulation,1.0,8.0,3.1463613999994777,105,2
