trial,image,category,phase,valence,arousal,rating_rt,participant_id,session
0,9140.jpg,negative,baseline,4.0,1.0,7.681035900001007,18,1
1,5825.jpg,positive,baseline,8.0,1.0,4.822595100002218,18,1
2,5600.jpg,positive,baseline,9.0,1.0,4.859925799999473,18,1
3,9421.jpg,negative,baseline,4.0,3.0,8.569582500000251,18,1
4,6520.jpg,negative,baseline,6.0,4.0,7.864517300000443,18,1
5,7211.jpg,neutral,baseline,6.0,1.0,7.084598199999164,18,1
6,9910.jpg,negative,baseline,4.0,2.0,6.986304600002768,18,1
7,9940.jpg,negative,baseline,3.0,5.0,5.764790299999731,18,1
8,9921.jpg,negative,baseline,2.0,5.0,6.455157899999904,18,1
9,7025.jpg,neutral,baseline,5.0,1.0,4.356933700000809,18,1
10,8501.jpg,positive,baseline,9.0,6.0,5.068101500000921,18,1
11,6563.jpg,negative,baseline,4.0,3.0,4.463126999999076,18,1
12,8010.jpg,neutral,baseline,5.0,2.0,8.352077499999723,18,1
13,7950.jpg,neutral,baseline,4.0,1.0,10.008309599998029,18,1
14,7287.jpg,neutral,baseline,5.0,1.0,5.306559600001492,18,1
15,8190.jpg,positive,baseline,6.0,1.0,6.129092300001503,18,1
16,7484.jpg,neutral,baseline,4.0,2.0,5.099996600001759,18,1
17,7161.jpg,neutral,baseline,5.0,2.0,4.679373499999201,18,1
18,7186.jpg,neutral,baseline,5.0,1.0,2.8779450000001816,18,1
19,7037.jpg,neutral,baseline,5.0,1.0,5.270524300001853,18,1
20,8496.jpg,positive,baseline,8.0,3.0,5.665806099998008,18,1
21,7041.jpg,neutral,baseline,5.0,1.0,6.21331310000096,18,1
22,5833.jpg,positive,baseline,7.0,1.0,5.142481300001236,18,1
23,8170.jpg,positive,baseline,7.0,2.0,5.1393540000026405,18,1
24,9414.jpg,negative,baseline,3.0,4.0,6.792683100000431,18,1
25,9254.jpg,negative,baseline,2.0,6.0,5.0025177000025,18,1
26,8420.jpg,positive,baseline,5.0,4.0,5.712398199997551,18,1
27,9571.jpg,negative,baseline,1.0,7.0,5.826139899996633,18,1
28,6540.jpg,negative,baseline,1.0,8.0,4.317616399999679,18,1
29,5210.jpg,positive,baseline,7.0,2.0,8.562556400000176,18,1
30,5830.jpg,positive,baseline,8.0,1.0,4.039096700002119,18,1
31,9901.jpg,negative,baseline,3.0,7.0,4.568891499999154,18,1
32,7077.jpg,neutral,baseline,4.0,4.0,4.932977199998277,18,1
33,5760.jpg,positive,baseline,6.0,1.0,5.486133399997925,18,1
34,9040.jpg,negative,baseline,1.0,7.0,7.858871800002817,18,1
35,9322.jpg,negative,baseline,3.0,6.0,4.2629156000002695,18,1
36,7247.jpg,neutral,baseline,4.0,6.0,5.33870190000016,18,1
37,7035.jpg,neutral,baseline,5.0,3.0,4.904820399999153,18,1
38,5831.jpg,positive,baseline,7.0,2.0,4.129470299998502,18,1
39,2550.jpg,positive,baseline,8.0,4.0,5.07720419999896,18,1
40,7270.jpg,positive,baseline,6.0,3.0,4.197240699999384,18,1
41,8370.jpg,positive,baseline,6.0,3.0,5.225266499997815,18,1
42,9800.jpg,negative,baseline,3.0,3.0,6.897575699997105,18,1
43,7502.jpg,positive,baseline,7.0,3.0,4.465248299999075,18,1
44,7640.jpg,neutral,baseline,3.0,6.0,4.554691899997124,18,1
45,5700.jpg,positive,baseline,5.0,4.0,6.576843499999086,18,1
46,8200.jpg,positive,baseline,6.0,6.0,3.9386368000014045,18,1
47,7150.jpg,neutral,baseline,4.0,3.0,9.331019799999922,18,1
48,7050.jpg,neutral,baseline,5.0,1.0,3.1740345999969577,18,1
49,9210.jpg,neutral,baseline,5.0,3.0,4.821559299998626,18,1
50,9413.jpg,negative,baseline,5.0,5.0,4.23719500000152,18,1
51,7020.jpg,neutral,baseline,5.0,3.0,5.029552400003013,18,1
52,5780.jpg,positive,baseline,5.0,5.0,7.608560099997703,18,1
53,7179.jpg,neutral,baseline,5.0,2.0,4.180119200002082,18,1
54,5910.jpg,positive,baseline,7.0,4.0,3.5419131999988167,18,1
55,9220.jpg,negative,baseline,3.0,5.0,8.06987830000071,18,1
56,6560.jpg,negative,baseline,1.0,7.0,4.242302899998322,18,1
57,9560.jpg,negative,baseline,5.0,4.0,3.573609700000816,18,1
58,6570.jpg,negative,baseline,4.0,3.0,5.526114999996935,18,1
59,7175.jpg,neutral,baseline,5.0,2.0,3.825615199999447,18,1
0,9560.jpg,negative,regulation,5.0,5.0,5.2134987999997975,18,1
1,9421.jpg,negative,regulation,5.0,2.0,4.389479699999356,18,1
2,9254.jpg,negative,regulation,2.0,6.0,5.23518310000145,18,1
3,9413.jpg,negative,regulation,3.0,3.0,7.327124799998273,18,1
4,9414.jpg,negative,regulation,2.0,4.0,7.859544099999766,18,1
5,9322.jpg,negative,regulation,5.0,2.0,3.2756927000009455,18,1
6,6540.jpg,negative,regulation,2.0,3.0,4.634153899998637,18,1
7,9940.jpg,negative,regulation,4.0,6.0,7.076728799998818,18,1
8,9571.jpg,negative,regulation,3.0,3.0,5.808027900002344,18,1
9,9910.jpg,negative,regulation,5.0,2.0,2.680949400000827,18,1
10,9040.jpg,negative,regulation,2.0,4.0,3.304571799999394,18,1
11,6563.jpg,negative,regulation,4.0,4.0,6.212247399998887,18,1
12,9921.jpg,negative,regulation,4.0,4.0,6.502335100001801,18,1
13,6570.jpg,negative,regulation,5.0,3.0,4.6196591000007174,18,1
14,9140.jpg,negative,regulation,4.0,1.0,5.668289799999911,18,1
15,9800.jpg,negative,regulation,5.0,2.0,5.374297500002285,18,1
16,6560.jpg,negative,regulation,2.0,4.0,4.451759800002037,18,1
17,6520.jpg,negative,regulation,4.0,2.0,5.5256786000027205,18,1
18,9901.jpg,negative,regulation,5.0,2.0,5.292853700000705,18,1
19,9220.jpg,negative,regulation,5.0,2.0,5.31025149999914,18,1
