trial,image,category,phase,valence,arousal,rating_rt,participant_id,session
0,2347.jpg,positive,baseline,8.0,6.0,7.170648099971004,14,2
1,2749.jpg,neutral,baseline,5.0,2.0,3.6271951000089757,14,2
2,2150.jpg,positive,baseline,8.0,2.0,3.313575399981346,14,2
3,2095.jpg,negative,baseline,1.0,7.0,5.327079500013497,14,2
4,2209.jpg,positive,baseline,7.0,3.0,4.980057600012515,14,2
5,2530.jpg,positive,baseline,8.0,2.0,3.2656689999857917,14,2
6,3195.jpg,negative,baseline,1.0,8.0,3.753124100039713,14,2
7,3005.1.jpg,negative,baseline,1.0,8.0,3.415374400035944,14,2
8,2840.jpg,neutral,baseline,5.0,1.0,7.994828399969265,14,2
9,3225.jpg,negative,baseline,1.0,9.0,3.648248000012245,14,2
10,2800.jpg,negative,baseline,1.0,8.0,3.2113249999820255,14,2
11,5532.jpg,neutral,baseline,4.0,6.0,4.469657700043172,14,2
12,3301.jpg,negative,baseline,1.0,7.0,3.132134000014048,14,2
13,5920.jpg,neutral,baseline,3.0,7.0,4.033077400003094,14,2
14,1920.jpg,positive,baseline,8.0,6.0,4.580357300001197,14,2
15,2050.jpg,positive,baseline,8.0,5.0,4.595069400034845,14,2
16,6350.jpg,negative,baseline,1.0,8.0,7.1507401000126265,14,2
17,7002.jpg,neutral,baseline,5.0,1.0,3.7392267000395805,14,2
18,7006.jpg,neutral,baseline,5.0,1.0,4.2390136999893,14,2
19,1440.jpg,positive,baseline,7.0,2.0,4.349803299992345,14,2
20,2058.jpg,positive,baseline,7.0,4.0,4.316786099981982,14,2
21,2332.jpg,positive,baseline,8.0,5.0,3.407020000042394,14,2
22,2411.jpg,neutral,baseline,5.0,2.0,4.305538400018122,14,2
23,2205.jpg,negative,baseline,1.0,4.0,5.414478999970015,14,2
24,1710.jpg,positive,baseline,8.0,7.0,2.629508300044108,14,2
25,3180.jpg,negative,baseline,1.0,7.0,5.561605099996086,14,2
26,2101.jpg,neutral,baseline,4.0,6.0,6.088247200008482,14,2
27,1441.jpg,positive,baseline,8.0,4.0,3.998630399990361,14,2
28,3230.jpg,negative,baseline,1.0,6.0,4.608068100002129,14,2
29,6360.jpg,negative,baseline,1.0,9.0,3.4635185000370257,14,2
30,5510.jpg,neutral,baseline,4.0,4.0,8.6860606999835,14,2
31,2703.jpg,negative,baseline,1.0,8.0,6.918960499984678,14,2
32,1460.jpg,positive,baseline,7.0,6.0,7.068907400011085,14,2
33,6212.jpg,negative,baseline,1.0,7.0,3.214872299984563,14,2
34,2154.jpg,positive,baseline,8.0,7.0,3.2971662000054494,14,2
35,2200.jpg,neutral,baseline,5.0,1.0,5.537878600007389,14,2
36,7017.jpg,neutral,baseline,5.0,1.0,3.662843999976758,14,2
37,7004.jpg,neutral,baseline,5.0,1.0,3.872277899994515,14,2
38,3530.jpg,negative,baseline,1.0,9.0,3.5866211999673396,14,2
39,7012.jpg,neutral,baseline,5.0,1.0,3.195033499971032,14,2
40,2340.jpg,positive,baseline,8.0,7.0,6.223824500048067,14,2
41,3030.jpg,negative,baseline,1.0,9.0,3.1467941000009887,14,2
42,1750.jpg,positive,baseline,8.0,8.0,3.3612585000228137,14,2
43,2393.jpg,neutral,baseline,5.0,2.0,5.7713181000435725,14,2
44,1610.jpg,positive,baseline,7.0,7.0,2.777198399999179,14,2
45,2570.jpg,neutral,baseline,5.0,2.0,4.951270400022622,14,2
46,2540.jpg,positive,baseline,7.0,6.0,3.4847500000032596,14,2
47,2360.jpg,positive,baseline,8.0,3.0,3.98177900002338,14,2
48,3103.jpg,negative,baseline,1.0,9.0,3.676383300044108,14,2
49,2377.jpg,neutral,baseline,7.0,2.0,3.845408299996052,14,2
50,7009.jpg,neutral,baseline,5.0,1.0,3.2832567999721505,14,2
51,2311.jpg,positive,baseline,7.0,2.0,3.643332899955567,14,2
52,6313.jpg,negative,baseline,1.0,8.0,4.048794600006659,14,2
53,3101.jpg,negative,baseline,1.0,9.0,3.8039063999895006,14,2
54,7000.jpg,neutral,baseline,5.0,1.0,3.313013700011652,14,2
55,3500.jpg,negative,baseline,1.0,9.0,3.159104699967429,14,2
56,2091.jpg,positive,baseline,8.0,8.0,3.91874800005462,14,2
57,7018.jpg,neutral,baseline,4.0,3.0,3.8386601000092924,14,2
58,3350.jpg,negative,baseline,1.0,8.0,4.021737699978985,14,2
59,7003.jpg,neutral,baseline,5.0,1.0,3.351551399973687,14,2
0,3030.jpg,negative,regulation,1.0,9.0,5.482061500020791,14,2
1,3350.jpg,negative,regulation,2.0,7.0,3.7749334000400268,14,2
2,6360.jpg,negative,regulation,1.0,8.0,4.65836629999103,14,2
3,3005.1.jpg,negative,regulation,1.0,8.0,5.0087155000073835,14,2
4,6212.jpg,negative,regulation,1.0,9.0,6.7141316999914125,14,2
5,3195.jpg,negative,regulation,1.0,9.0,3.941131300001871,14,2
6,2703.jpg,negative,regulation,2.0,8.0,2.6248373999842443,14,2
7,3530.jpg,negative,regulation,2.0,8.0,4.046634999976959,14,2
8,6350.jpg,negative,regulation,1.0,9.0,4.140570100047626,14,2
9,3225.jpg,negative,regulation,1.0,9.0,3.8586280000163242,14,2
10,2095.jpg,negative,regulation,2.0,8.0,4.948428200033959,14,2
11,3230.jpg,negative,regulation,2.0,7.0,4.7104638000018895,14,2
12,3180.jpg,negative,regulation,2.0,8.0,3.7840443999739364,14,2
13,3101.jpg,negative,regulation,2.0,8.0,5.100068499974441,14,2
14,3500.jpg,negative,regulation,2.0,8.0,3.19716999999946,14,2
15,3301.jpg,negative,regulation,1.0,8.0,4.405411000014283,14,2
16,3103.jpg,negative,regulation,1.0,9.0,3.9311516999732703,14,2
17,6313.jpg,negative,regulation,1.0,9.0,3.948166499962099,14,2
18,2205.jpg,negative,regulation,2.0,6.0,4.848739199980628,14,2
19,2800.jpg,negative,regulation,1.0,9.0,5.294604399998207,14,2
