trial,image,category,phase,valence,arousal,rating_rt,participant_id,session
0,7025.jpg,neutral,baseline,5.0,2.0,4.786798400000407,13,2
1,5780.jpg,positive,baseline,6.0,5.0,3.261725899999874,13,2
2,7502.jpg,positive,baseline,7.0,7.0,2.344118500001059,13,2
3,9910.jpg,negative,baseline,2.0,4.0,2.9752042000000074,13,2
4,9220.jpg,negative,baseline,3.0,3.0,3.638893699997425,13,2
5,5210.jpg,positive,baseline,7.0,4.0,2.952292600002693,13,2
6,6560.jpg,negative,baseline,1.0,5.0,3.372090199998638,13,2
7,7640.jpg,neutral,baseline,2.0,3.0,4.6883263000017905,13,2
8,5831.jpg,positive,baseline,5.0,4.0,3.852831399999559,13,2
9,7484.jpg,neutral,baseline,5.0,3.0,3.247686300001078,13,2
10,5833.jpg,positive,baseline,7.0,6.0,2.3051812000012433,13,2
11,5830.jpg,positive,baseline,5.0,5.0,1.7275637999991886,13,2
12,9800.jpg,negative,baseline,2.0,4.0,1.7614972999981546,13,2
13,9322.jpg,negative,baseline,1.0,5.0,3.0873797999993258,13,2
14,7270.jpg,positive,baseline,4.0,3.0,3.320184500000323,13,2
15,9414.jpg,negative,baseline,2.0,5.0,3.3792057999999088,13,2
16,8190.jpg,positive,baseline,6.0,6.0,2.4565164999985427,13,2
17,9413.jpg,negative,baseline,1.0,5.0,2.4552050000020245,13,2
18,9140.jpg,negative,baseline,1.0,7.0,2.528433399998903,13,2
19,8501.jpg,positive,baseline,5.0,3.0,3.2884464000017033,13,2
20,7287.jpg,neutral,baseline,5.0,3.0,2.4393552000001364,13,2
21,5600.jpg,positive,baseline,4.0,5.0,2.4884738000000652,13,2
22,8170.jpg,positive,baseline,5.0,5.0,3.47364910000033,13,2
23,9040.jpg,negative,baseline,1.0,7.0,4.064654300000257,13,2
24,9901.jpg,negative,baseline,3.0,6.0,3.130607400002191,13,2
25,5910.jpg,positive,baseline,7.0,3.0,2.345634900000732,13,2
26,7211.jpg,neutral,baseline,4.0,3.0,3.114821800001664,13,2
27,2550.jpg,positive,baseline,6.0,5.0,1.912365600001067,13,2
28,7179.jpg,neutral,baseline,5.0,3.0,3.9941246999987925,13,2
29,7950.jpg,neutral,baseline,6.0,3.0,3.2079451999998128,13,2
30,9254.jpg,negative,baseline,1.0,7.0,1.9425303000025451,13,2
31,7035.jpg,neutral,baseline,5.0,2.0,5.13421489999746,13,2
32,7050.jpg,neutral,baseline,5.0,2.0,3.155400899999222,13,2
33,7161.jpg,neutral,baseline,6.0,2.0,5.52697629999966,13,2
