trial,image,category,phase,valence,arousal,rating_rt,participant_id,session
0,9560.jpg,negative,baseline,7.0,5.0,8.27741710000555,28,1
1,7502.jpg,positive,baseline,9.0,7.0,4.442437499994412,28,1
2,5700.jpg,positive,baseline,4.0,6.0,4.730557899994892,28,1
3,9800.jpg,negative,baseline,2.0,6.0,6.95055580000917,28,1
4,5825.jpg,positive,baseline,7.0,7.0,5.710200999994413,28,1
5,7287.jpg,neutral,baseline,3.0,6.0,3.078689400004805,28,1
6,9940.jpg,negative,baseline,1.0,8.0,5.91488969999773,28,1
7,5910.jpg,positive,baseline,9.0,8.0,4.769267100011348,28,1
8,9254.jpg,negative,baseline,3.0,7.0,9.163744699995732,28,1
9,7640.jpg,neutral,baseline,4.0,8.0,8.42362439999124,28,1
10,7950.jpg,neutral,baseline,6.0,5.0,4.070980599994073,28,1
11,9040.jpg,negative,baseline,2.0,8.0,6.38882979999471,28,1
12,5833.jpg,positive,baseline,9.0,7.0,4.474376800004393,28,1
13,7179.jpg,neutral,baseline,6.0,3.0,7.379909899987979,28,1
14,8501.jpg,positive,baseline,7.0,4.0,4.078493099994375,28,1
15,9921.jpg,negative,baseline,3.0,7.0,5.371259199993801,28,1
16,9210.jpg,neutral,baseline,5.0,4.0,5.443295999997645,28,1
17,8420.jpg,positive,baseline,7.0,4.0,5.270450400013942,28,1
18,6560.jpg,negative,baseline,1.0,8.0,5.610724400001345,28,1
19,7211.jpg,neutral,baseline,5.0,1.0,6.288478000002215,28,1
20,8010.jpg,neutral,baseline,4.0,4.0,7.156567800004268,28,1
21,7175.jpg,neutral,baseline,5.0,1.0,4.231334099997184,28,1
22,7037.jpg,neutral,baseline,5.0,2.0,6.161188100013533,28,1
23,9421.jpg,negative,baseline,3.0,5.0,3.841305800000555,28,1
24,9140.jpg,negative,baseline,2.0,7.0,10.00488179999229,28,1
25,2550.jpg,positive,baseline,7.0,6.0,4.705525400000624,28,1
26,7247.jpg,neutral,baseline,5.0,8.0,4.385781700009829,28,1
27,8190.jpg,positive,baseline,6.0,4.0,6.614317300001858,28,1
28,6520.jpg,negative,baseline,2.0,7.0,5.281736100005219,28,1
29,7484.jpg,neutral,baseline,8.0,4.0,5.763841599997249,28,1
30,5760.jpg,positive,baseline,7.0,3.0,4.149885299993912,28,1
31,8170.jpg,positive,baseline,8.0,4.0,3.3460290000075474,28,1
32,7020.jpg,neutral,baseline,4.0,2.0,5.079633799992735,28,1
33,8496.jpg,positive,baseline,8.0,6.0,6.2162071999919135,28,1
34,7050.jpg,neutral,baseline,5.0,1.0,7.298022700008005,28,1
35,9901.jpg,negative,baseline,2.0,6.0,5.416968799996539,28,1
36,6570.jpg,negative,baseline,2.0,7.0,6.186150000008638,28,1
37,7186.jpg,neutral,baseline,7.0,2.0,4.139087900010054,28,1
38,7077.jpg,neutral,baseline,7.0,1.0,5.919440300000133,28,1
39,7035.jpg,neutral,baseline,5.0,2.0,3.59714709999389,28,1
40,7025.jpg,neutral,baseline,5.0,1.0,4.189150999998674,28,1
41,9413.jpg,negative,baseline,1.0,7.0,8.461296300010872,28,1
42,9322.jpg,negative,baseline,1.0,8.0,4.740837899997132,28,1
43,7161.jpg,neutral,baseline,3.0,3.0,4.579147600001306,28,1
44,9910.jpg,negative,baseline,2.0,5.0,8.226670100004412,28,1
45,9414.jpg,negative,baseline,2.0,6.0,6.881332299992209,28,1
46,5780.jpg,positive,baseline,6.0,2.0,10.003660200003651,28,1
47,5831.jpg,positive,baseline,8.0,2.0,6.692027099998086,28,1
48,9220.jpg,negative,baseline,4.0,3.0,3.1372127999929944,28,1
49,8370.jpg,positive,baseline,7.0,2.0,3.423458599994774,28,1
50,6540.jpg,negative,baseline,2.0,5.0,5.718408200002159,28,1
51,5600.jpg,positive,baseline,6.0,1.0,5.755766900008894,28,1
52,7041.jpg,neutral,baseline,5.0,1.0,3.1132821000064723,28,1
53,7150.jpg,neutral,baseline,5.0,1.0,7.338206700005685,28,1
54,7270.jpg,positive,baseline,6.0,3.0,3.3053368000109913,28,1
55,6563.jpg,negative,baseline,3.0,4.0,4.857598200003849,28,1
56,5830.jpg,positive,baseline,8.0,3.0,3.8394304000103148,28,1
57,5210.jpg,positive,baseline,8.0,1.0,4.7136750999925425,28,1
58,9571.jpg,negative,baseline,1.0,6.0,9.345348599992576,28,1
59,8200.jpg,positive,baseline,6.0,2.0,7.2371438999980455,28,1
0,9040.jpg,negative,regulation,2.0,4.0,10.005133500002557,28,1
1,9322.jpg,negative,regulation,1.0,8.0,5.894309199997224,28,1
2,9910.jpg,negative,regulation,4.0,4.0,8.067953099991428,28,1
3,9413.jpg,negative,regulation,3.0,5.0,5.183751400007168,28,1
4,9220.jpg,negative,regulation,5.0,1.0,10.00627149999491,28,1
5,6563.jpg,negative,regulation,4.0,3.0,4.614089299997431,28,1
6,9140.jpg,negative,regulation,2.0,6.0,3.7913944000029005,28,1
7,9414.jpg,negative,regulation,4.0,5.0,5.476234599991585,28,1
8,9421.jpg,negative,regulation,4.0,4.0,5.6701011000113795,28,1
9,6570.jpg,negative,regulation,5.0,3.0,5.30720690000453,28,1
10,9921.jpg,negative,regulation,3.0,6.0,5.916329400002724,28,1
11,9940.jpg,negative,regulation,3.0,7.0,3.1485805999982404,28,1
12,6520.jpg,negative,regulation,4.0,4.0,4.100361399992835,28,1
13,9571.jpg,negative,regulation,2.0,6.0,4.62286529999983,28,1
14,6560.jpg,negative,regulation,3.0,7.0,6.343459700001404,28,1
15,6540.jpg,negative,regulation,4.0,6.0,6.067153600000893,28,1
16,9254.jpg,negative,regulation,2.0,7.0,9.224582399998326,28,1
17,9901.jpg,negative,regulation,4.0,3.0,5.205994399992051,28,1
18,9800.jpg,negative,regulation,3.0,5.0,3.6655535000027157,28,1
19,9560.jpg,negative,regulation,5.0,5.0,10.000339799997164,28,1
