trial,image,category,phase,valence,arousal,rating_rt,participant_id,session
0,1750.jpg,positive,baseline,4.0,6.0,8.68326910000178,33,1
1,3230.jpg,negative,baseline,4.0,5.0,4.6778658000112046,33,1
2,3530.jpg,negative,baseline,4.0,4.0,3.5535263000056148,33,1
3,7000.jpg,neutral,baseline,5.0,5.0,3.3758983000006992,33,1
4,3101.jpg,negative,baseline,4.0,6.0,7.693018300022231,33,1
5,2800.jpg,negative,baseline,4.0,5.0,7.671860100002959,33,1
6,2340.jpg,positive,baseline,6.0,3.0,3.6990263999905437,33,1
7,2540.jpg,positive,baseline,7.0,3.0,2.4467168000119273,33,1
8,2411.jpg,neutral,baseline,7.0,2.0,2.5295379999733996,33,1
9,2570.jpg,neutral,baseline,6.0,3.0,4.644993699999759,33,1
10,7003.jpg,neutral,baseline,5.0,1.0,3.4169804000121076,33,1
11,5510.jpg,neutral,baseline,4.0,3.0,5.208981399977347,33,1
12,2209.jpg,positive,baseline,6.0,2.0,2.6307719000033103,33,1
13,1610.jpg,positive,baseline,6.0,3.0,2.6050856999936514,33,1
14,3195.jpg,negative,baseline,3.0,7.0,3.414790600014385,33,1
15,2058.jpg,positive,baseline,3.0,5.0,5.131810000020778,33,1
16,3103.jpg,negative,baseline,2.0,7.0,3.94027790002292,33,1
17,1920.jpg,positive,baseline,7.0,2.0,3.3617539000115357,33,1
18,7018.jpg,neutral,baseline,4.0,6.0,3.26717199999257,33,1
19,2095.jpg,negative,baseline,1.0,8.0,3.8228521999844816,33,1
20,6313.jpg,negative,baseline,2.0,7.0,3.2672711000195704,33,1
21,2091.jpg,positive,baseline,8.0,2.0,5.464690200024052,33,1
22,2205.jpg,negative,baseline,3.0,7.0,3.6439088999759406,33,1
23,2150.jpg,positive,baseline,4.0,7.0,2.2333788000105415,33,1
24,7009.jpg,neutral,baseline,3.0,1.0,3.6875833999947645,33,1
25,5920.jpg,neutral,baseline,5.0,3.0,3.2085707999940496,33,1
26,1460.jpg,positive,baseline,9.0,1.0,2.09315610001795,33,1
27,2703.jpg,negative,baseline,3.0,6.0,3.18085110001266,33,1
28,2393.jpg,neutral,baseline,5.0,3.0,4.768697699997574,33,1
29,3180.jpg,negative,baseline,4.0,6.0,3.9665065000008326,33,1
30,1440.jpg,positive,baseline,7.0,2.0,2.7095272000005934,33,1
31,3500.jpg,negative,baseline,4.0,6.0,2.43692700000247,33,1
32,3350.jpg,negative,baseline,3.0,7.0,1.7700303999881726,33,1
33,3301.jpg,negative,baseline,3.0,7.0,2.680851699988125,33,1
34,7017.jpg,neutral,baseline,7.0,1.0,6.728278399998089,33,1
35,2840.jpg,neutral,baseline,7.0,2.0,1.754640200000722,33,1
36,2360.jpg,positive,baseline,7.0,2.0,2.636848399997689,33,1
37,3225.jpg,negative,baseline,3.0,7.0,2.188780199998291,33,1
38,1710.jpg,positive,baseline,8.0,2.0,2.683667399978731,33,1
39,7002.jpg,neutral,baseline,7.0,2.0,5.9688169000146445,33,1
40,2332.jpg,positive,baseline,6.0,4.0,2.364326999988407,33,1
41,3005.1.jpg,negative,baseline,2.0,8.0,2.4101085999864154,33,1
42,2050.jpg,positive,baseline,2.0,8.0,1.6321975000028033,33,1
43,2749.jpg,neutral,baseline,5.0,2.0,3.5525791000109166,33,1
44,6212.jpg,negative,baseline,4.0,4.0,2.5319680999964476,33,1
45,5532.jpg,neutral,baseline,3.0,3.0,3.8311833999759983,33,1
46,2154.jpg,positive,baseline,5.0,3.0,2.2122372999729123,33,1
47,3030.jpg,negative,baseline,2.0,8.0,2.3472731999936514,33,1
48,2101.jpg,neutral,baseline,5.0,2.0,1.90239480001037,33,1
49,2347.jpg,positive,baseline,6.0,2.0,3.2808890999876894,33,1
50,1441.jpg,positive,baseline,9.0,1.0,2.6159654000075534,33,1
51,6360.jpg,negative,baseline,4.0,4.0,2.1149126999953296,33,1
52,2311.jpg,positive,baseline,9.0,1.0,2.9639350999786984,33,1
53,2377.jpg,neutral,baseline,7.0,1.0,1.5036495000240393,33,1
54,2200.jpg,neutral,baseline,4.0,4.0,3.2049938999989536,33,1
55,2530.jpg,positive,baseline,7.0,1.0,2.555512799997814,33,1
56,7004.jpg,neutral,baseline,7.0,3.0,2.2331045000173617,33,1
57,7006.jpg,neutral,baseline,8.0,2.0,1.6450115999905393,33,1
58,6350.jpg,negative,baseline,2.0,6.0,2.209902200003853,33,1
59,7012.jpg,neutral,baseline,5.0,4.0,2.9916238999867346,33,1
0,3005.1.jpg,negative,regulation,2.0,7.0,5.361639600014314,33,1
1,2095.jpg,negative,regulation,2.0,9.0,3.5420289000030607,33,1
2,2703.jpg,negative,regulation,3.0,5.0,2.2090714999940246,33,1
3,3103.jpg,negative,regulation,2.0,8.0,1.9968243999755941,33,1
4,3030.jpg,negative,regulation,1.0,9.0,3.0407998000155203,33,1
5,6360.jpg,negative,regulation,4.0,7.0,1.923580700007733,33,1
6,3500.jpg,negative,regulation,5.0,4.0,2.2508153000089806,33,1
7,6212.jpg,negative,regulation,4.0,6.0,2.051668800006155,33,1
8,3301.jpg,negative,regulation,3.0,7.0,2.0087069000001065,33,1
9,3195.jpg,negative,regulation,4.0,8.0,2.216779599984875,33,1
10,6350.jpg,negative,regulation,4.0,7.0,1.3201268000120763,33,1
