trial,image,category,phase,valence,arousal,rating_rt,participant_id,session
0,7161.jpg,neutral,baseline,5.0,1.0,6.941216899984283,31,2
1,9413.jpg,negative,baseline,1.0,4.0,7.145009400002891,31,2
2,5830.jpg,positive,baseline,8.0,6.0,3.7651475000020582,31,2
3,7502.jpg,positive,baseline,9.0,9.0,3.3341934000200126,31,2
4,7041.jpg,neutral,baseline,2.0,6.0,4.216234099993017,31,2
5,7077.jpg,neutral,baseline,5.0,3.0,4.736937999987276,31,2
6,5833.jpg,positive,baseline,7.0,2.0,6.809483600023668,31,2
7,6520.jpg,negative,baseline,2.0,4.0,5.440261400013696,31,2
8,8420.jpg,positive,baseline,6.0,6.0,3.8374576999922283,31,2
9,7247.jpg,neutral,baseline,5.0,3.0,3.9499116000079084,31,2
10,7179.jpg,neutral,baseline,6.0,4.0,3.3622333999956027,31,2
11,5600.jpg,positive,baseline,8.0,6.0,3.8078118999837898,31,2
12,7484.jpg,neutral,baseline,7.0,6.0,2.7061665000219364,31,2
13,9210.jpg,neutral,baseline,5.0,3.0,2.560089600010542,31,2
14,5825.jpg,positive,baseline,7.0,6.0,5.246549400006188,31,2
15,9322.jpg,negative,baseline,2.0,3.0,3.37712509999983,31,2
16,5780.jpg,positive,baseline,9.0,8.0,2.3235354000062216,31,2
17,9800.jpg,negative,baseline,4.0,3.0,3.470196099980967,31,2
18,7175.jpg,neutral,baseline,6.0,4.0,2.337432700005593,31,2
19,6563.jpg,negative,baseline,4.0,5.0,8.346294599992689,31,2
20,7287.jpg,neutral,baseline,4.0,3.0,5.319164199987426,31,2
21,6560.jpg,negative,baseline,5.0,6.0,7.075578299991321,31,2
22,9220.jpg,negative,baseline,5.0,3.0,4.783978299994487,31,2
23,9140.jpg,negative,baseline,2.0,7.0,2.569653799990192,31,2
24,7150.jpg,neutral,baseline,6.0,5.0,6.8646944999927655,31,2
25,5760.jpg,positive,baseline,8.0,8.0,2.957629199983785,31,2
26,7025.jpg,neutral,baseline,5.0,1.0,5.428104099992197,31,2
27,7640.jpg,neutral,baseline,4.0,6.0,4.096845599997323,31,2
28,9940.jpg,negative,baseline,1.0,6.0,2.7371290999872144,31,2
29,8370.jpg,positive,baseline,7.0,7.0,3.360000599990599,31,2
30,9421.jpg,negative,baseline,3.0,7.0,3.593949900008738,31,2
31,8496.jpg,positive,baseline,8.0,8.0,5.619059099990409,31,2
32,8190.jpg,positive,baseline,3.0,6.0,3.921593999984907,31,2
33,9901.jpg,negative,baseline,3.0,3.0,3.692016999993939,31,2
34,5831.jpg,positive,baseline,8.0,9.0,5.501014100009343,31,2
35,9254.jpg,negative,baseline,2.0,8.0,5.2688439000048675,31,2
36,6570.jpg,negative,baseline,3.0,6.0,3.159303099993849,31,2
37,6540.jpg,negative,baseline,2.0,7.0,4.095344100001967,31,2
38,7020.jpg,neutral,baseline,5.0,1.0,4.198307800019393,31,2
39,7270.jpg,positive,baseline,6.0,3.0,2.3329397999914363,31,2
40,5700.jpg,positive,baseline,6.0,3.0,3.408687999995891,31,2
41,8010.jpg,neutral,baseline,6.0,3.0,7.172552800009726,31,2
42,8200.jpg,positive,baseline,6.0,1.0,7.7883617999905255,31,2
43,9571.jpg,negative,baseline,3.0,7.0,2.3295301999896765,31,2
44,2550.jpg,positive,baseline,9.0,9.0,2.5557771000021603,31,2
45,9560.jpg,negative,baseline,4.0,7.0,5.17993350001052,31,2
46,7037.jpg,neutral,baseline,5.0,6.0,7.529749000008451,31,2
47,8170.jpg,positive,baseline,7.0,6.0,3.1412392999918666,31,2
48,7050.jpg,neutral,baseline,6.0,6.0,4.511172500002431,31,2
49,9040.jpg,negative,baseline,3.0,7.0,3.0063132000213955,31,2
50,9921.jpg,negative,baseline,2.0,7.0,2.494415699999081,31,2
51,8501.jpg,positive,baseline,9.0,9.0,3.034248400013894,31,2
52,9414.jpg,negative,baseline,1.0,8.0,3.185080299997935,31,2
53,7186.jpg,neutral,baseline,7.0,8.0,3.7252022000029683,31,2
54,5210.jpg,positive,baseline,6.0,5.0,5.286295700003393,31,2
55,7950.jpg,neutral,baseline,5.0,1.0,3.9864334000158124,31,2
56,9910.jpg,negative,baseline,1.0,7.0,4.93848379998235,31,2
57,7211.jpg,neutral,baseline,5.0,1.0,3.7525269000034314,31,2
58,7035.jpg,neutral,baseline,6.0,1.0,4.39206290000584,31,2
59,5910.jpg,positive,baseline,6.0,9.0,4.2592392999795265,31,2
0,6520.jpg,negative,regulation,7.0,8.0,3.6482584000041243,31,2
1,9560.jpg,negative,regulation,7.0,7.0,4.3692490000103135,31,2
2,9571.jpg,negative,regulation,1.0,7.0,4.417940799990902,31,2
3,9254.jpg,negative,regulation,1.0,9.0,3.1672583000035957,31,2
4,9910.jpg,negative,regulation,2.0,7.0,10.00107699999353,31,2
5,9921.jpg,negative,regulation,4.0,7.0,5.171602699992945,31,2
6,9140.jpg,negative,regulation,1.0,9.0,4.039914399996633,31,2
7,9901.jpg,negative,regulation,4.0,6.0,6.298377900006017,31,2
8,6560.jpg,negative,regulation,8.0,9.0,4.755940300005022,31,2
9,9413.jpg,negative,regulation,4.0,7.0,4.599355599988485,31,2
10,6570.jpg,negative,regulation,5.0,2.0,3.416335500020068,31,2
11,9220.jpg,negative,regulation,4.0,2.0,4.254561300011119,31,2
12,6540.jpg,negative,regulation,4.0,2.0,5.062142300012056,31,2
13,9414.jpg,negative,regulation,6.0,5.0,7.492471600009594,31,2
14,9322.jpg,negative,regulation,5.0,3.0,4.293639300012728,31,2
15,9421.jpg,negative,regulation,3.0,7.0,2.7843665000109468,31,2
16,9040.jpg,negative,regulation,2.0,8.0,2.657109699997818,31,2
17,9800.jpg,negative,regulation,5.0,3.0,4.00802740000654,31,2
18,9940.jpg,negative,regulation,6.0,1.0,6.184249299985822,31,2
19,6563.jpg,negative,regulation,5.0,1.0,4.083026000007521,31,2
