trial,image,category,phase,valence,arousal,rating_rt,participant_id,session
0,1460.jpg,positive,baseline,4.0,2.0,8.24697759999981,17,1
1,7012.jpg,neutral,baseline,3.0,1.0,9.252677599999515,17,1
2,2360.jpg,positive,baseline,5.0,3.0,7.480231499999718,17,1
3,2091.jpg,positive,baseline,5.0,3.0,8.66495169999871,17,1
4,3101.jpg,negative,baseline,2.0,4.0,9.872104100000797,17,1
5,7009.jpg,neutral,baseline,4.0,1.0,6.644296000000395,17,1
6,7018.jpg,neutral,baseline,3.0,4.0,6.511499399999593,17,1
7,2332.jpg,positive,baseline,5.0,1.0,6.094151600000259,17,1
8,3230.jpg,negative,baseline,4.0,0.0,10.00840849999986,17,1
9,2749.jpg,neutral,baseline,5.0,2.0,4.194047200000568,17,1
10,2347.jpg,positive,baseline,7.0,5.0,10.00210639999932,17,1
11,1441.jpg,positive,baseline,6.0,5.0,9.437112600000546,17,1
12,2411.jpg,neutral,baseline,5.0,1.0,4.562127999999575,17,1
13,7017.jpg,neutral,baseline,5.0,1.0,8.70819930000107,17,1
14,6350.jpg,negative,baseline,4.0,2.0,10.000270399999863,17,1
15,2393.jpg,neutral,baseline,5.0,1.0,3.230832299999747,17,1
16,2050.jpg,positive,baseline,5.0,2.0,9.194114800000534,17,1
17,7006.jpg,neutral,baseline,5.0,1.0,3.769967500000348,17,1
18,6212.jpg,negative,baseline,3.0,3.0,10.002969200000734,17,1
19,7003.jpg,neutral,baseline,5.0,1.0,10.007507700000133,17,1
20,5510.jpg,neutral,baseline,4.0,2.0,10.007691900000282,17,1
21,2340.jpg,positive,baseline,6.0,4.0,10.007671100000152,17,1
22,6360.jpg,negative,baseline,3.0,3.0,10.00446860000011,17,1
23,3005.1.jpg,negative,baseline,1.0,7.0,10.005969699999696,17,1
24,1750.jpg,positive,baseline,6.0,3.0,10.006940200000827,17,1
25,2311.jpg,positive,baseline,7.0,3.0,10.00813349999953,17,1
26,1710.jpg,positive,baseline,7.0,4.0,10.00419619999957,17,1
27,6313.jpg,negative,baseline,2.0,4.0,10.00814200000059,17,1
28,2095.jpg,negative,baseline,1.0,7.0,10.00342929999897,17,1
29,2209.jpg,positive,baseline,6.0,3.0,10.005227100000411,17,1
30,2200.jpg,neutral,baseline,5.0,2.0,10.000121600000057,17,1
31,3030.jpg,negative,baseline,1.0,8.0,10.007307399999263,17,1
32,3225.jpg,negative,baseline,1.0,8.0,10.007027499999822,17,1
33,1920.jpg,positive,baseline,7.0,4.0,10.000052100000175,17,1
34,2205.jpg,negative,baseline,3.0,4.0,10.002266699999382,17,1
35,3500.jpg,negative,baseline,3.0,4.0,10.00069540000004,17,1
36,3530.jpg,negative,baseline,2.0,5.0,10.004889700001513,17,1
37,7000.jpg,neutral,baseline,5.0,1.0,5.446255900000324,17,1
38,2154.jpg,positive,baseline,6.0,2.0,10.011174100000062,17,1
39,3103.jpg,negative,baseline,2.0,7.0,10.007548600000518,17,1
40,2530.jpg,positive,baseline,6.0,2.0,10.008583400000134,17,1
41,2101.jpg,neutral,baseline,4.0,2.0,10.002223299999969,17,1
42,2800.jpg,negative,baseline,2.0,6.0,10.000119199999972,17,1
43,2570.jpg,neutral,baseline,5.0,1.0,10.005243199999313,17,1
44,2840.jpg,neutral,baseline,6.0,1.0,10.000550299999304,17,1
45,7004.jpg,neutral,baseline,5.0,1.0,10.006445399998483,17,1
46,2058.jpg,positive,baseline,6.0,2.0,10.000345200000083,17,1
47,2150.jpg,positive,baseline,5.0,1.0,10.002800899999784,17,1
48,7002.jpg,neutral,baseline,5.0,1.0,10.006418099999792,17,1
49,3301.jpg,negative,baseline,3.0,4.0,10.00282259999949,17,1
50,1440.jpg,positive,baseline,5.0,2.0,10.000638299999991,17,1
51,2377.jpg,neutral,baseline,5.0,2.0,10.006173499999932,17,1
52,3180.jpg,negative,baseline,4.0,2.0,10.006035799999154,17,1
53,5532.jpg,neutral,baseline,3.0,2.0,10.007618400000865,17,1
54,3350.jpg,negative,baseline,3.0,3.0,10.00372619999871,17,1
55,3195.jpg,negative,baseline,2.0,6.0,10.007734700000583,17,1
56,2703.jpg,negative,baseline,2.0,5.0,10.001200300001074,17,1
57,5920.jpg,neutral,baseline,4.0,2.0,10.00395749999916,17,1
58,2540.jpg,positive,baseline,6.0,2.0,6.846928700000717,17,1
59,1610.jpg,positive,baseline,6.0,2.0,5.289973999999347,17,1
0,2205.jpg,negative,regulation,5.0,1.0,10.006703400000333,17,1
1,3101.jpg,negative,regulation,2.0,6.0,10.002346799999941,17,1
2,3195.jpg,negative,regulation,4.0,6.0,10.00091219999922,17,1
3,3103.jpg,negative,regulation,3.0,6.0,10.008526200001143,17,1
4,3030.jpg,negative,regulation,3.0,6.0,10.002168799999708,17,1
5,6360.jpg,negative,regulation,4.0,2.0,10.003885199999786,17,1
6,6350.jpg,negative,regulation,4.0,2.0,10.008156300000337,17,1
