trial,image,category,phase,valence,arousal,rating_rt,participant_id,session
0,3530.jpg,negative,baseline,1.0,6.0,6.752956399926916,102,2
1,7017.jpg,neutral,baseline,4.0,4.0,3.7615284000057727,102,2
2,1460.jpg,positive,baseline,6.0,5.0,2.9087295001372695,102,2
3,7012.jpg,neutral,baseline,5.0,4.0,1.458533100085333,102,2
4,2095.jpg,negative,baseline,3.0,5.0,1.7431556000374258,102,2
5,1750.jpg,positive,baseline,7.0,4.0,2.352536999853328,102,2
6,3030.jpg,negative,baseline,1.0,7.0,2.0269679999910295,102,2
7,2570.jpg,neutral,baseline,5.0,3.0,3.7729812001343817,102,2
8,7004.jpg,neutral,baseline,5.0,3.0,2.1102692000567913,102,2
9,2340.jpg,positive,baseline,6.0,5.0,1.5750351001042873,102,2
10,2332.jpg,positive,baseline,7.0,5.0,1.4316587999928743,102,2
11,2800.jpg,negative,baseline,2.0,6.0,1.3384511999320239,102,2
12,2377.jpg,neutral,baseline,5.0,4.0,1.344876900082454,102,2
13,2540.jpg,positive,baseline,6.0,4.0,1.5822326000779867,102,2
14,3301.jpg,negative,baseline,3.0,6.0,2.856334599899128,102,2
15,2360.jpg,positive,baseline,7.0,6.0,2.426085399929434,102,2
16,3005.1.jpg,negative,baseline,1.0,8.0,2.2141323999967426,102,2
17,5532.jpg,neutral,baseline,4.0,4.0,1.4175096999388188,102,2
18,3225.jpg,negative,baseline,1.0,8.0,2.488857099786401,102,2
19,2393.jpg,neutral,baseline,4.0,4.0,2.39054589997977,102,2
20,1441.jpg,positive,baseline,6.0,5.0,1.6268491998780519,102,2
21,2749.jpg,neutral,baseline,5.0,5.0,1.9159120998810977,102,2
22,2050.jpg,positive,baseline,5.0,4.0,1.898520000046119,102,2
23,2154.jpg,positive,baseline,7.0,5.0,4.010446399915963,102,2
24,2209.jpg,positive,baseline,8.0,5.0,3.2944164001382887,102,2
25,1710.jpg,positive,baseline,8.0,7.0,3.791942900046706,102,2
26,6360.jpg,negative,baseline,5.0,5.0,1.242535499855876,102,2
27,7002.jpg,neutral,baseline,5.0,5.0,2.9945579001214355,102,2
28,2840.jpg,neutral,baseline,5.0,5.0,3.3948804000392556,102,2
29,2311.jpg,positive,baseline,7.0,6.0,2.1521124001592398,102,2
30,6350.jpg,negative,baseline,3.0,6.0,4.429993700003251,102,2
31,7003.jpg,neutral,baseline,5.0,4.0,1.659011400071904,102,2
32,6212.jpg,negative,baseline,2.0,6.0,2.211161999963224,102,2
33,7006.jpg,neutral,baseline,5.0,5.0,3.43508780002594,102,2
