trial,image,category,phase,valence,arousal,rating_rt,participant_id,session
0,6350.jpg,negative,baseline,0.0,0.0,10.00248389999615,15,1
1,2840.jpg,neutral,baseline,4.0,2.0,10.003030699968804,15,1
2,2205.jpg,negative,baseline,3.0,0.0,10.00588609999977,15,1
3,5532.jpg,neutral,baseline,5.0,1.0,7.677122300025076,15,1
4,2800.jpg,negative,baseline,2.0,7.0,10.005947800003923,15,1
5,2393.jpg,neutral,baseline,6.0,1.0,10.003740600019228,15,1
6,1441.jpg,positive,baseline,8.0,7.0,5.740945900033694,15,1
7,7004.jpg,neutral,baseline,5.0,1.0,8.915788699989207,15,1
8,2703.jpg,negative,baseline,3.0,6.0,10.002261399989948,15,1
9,2150.jpg,positive,baseline,7.0,2.0,5.52755330002401,15,1
10,1710.jpg,positive,baseline,9.0,8.0,6.094684999960009,15,1
11,2058.jpg,positive,baseline,5.0,2.0,5.407309899979737,15,1
12,2095.jpg,negative,baseline,3.0,7.0,9.399550900037866,15,1
13,7006.jpg,neutral,baseline,5.0,1.0,3.5999748000176623,15,1
14,5920.jpg,neutral,baseline,5.0,1.0,6.245907400036231,15,1
15,2332.jpg,positive,baseline,7.0,6.0,3.794201900018379,15,1
16,2154.jpg,positive,baseline,6.0,2.0,8.50944160000654,15,1
17,1610.jpg,positive,baseline,5.0,1.0,10.007350499974564,15,1
18,2050.jpg,positive,baseline,5.0,1.0,5.985686400032137,15,1
19,3103.jpg,negative,baseline,3.0,7.0,7.130551400012337,15,1
20,3005.1.jpg,negative,baseline,1.0,9.0,8.757867400010582,15,1
21,2377.jpg,neutral,baseline,7.0,1.0,7.346931100008078,15,1
22,5510.jpg,neutral,baseline,5.0,1.0,5.2186076999641955,15,1
23,1440.jpg,positive,baseline,6.0,1.0,6.008959500002675,15,1
24,3180.jpg,negative,baseline,3.0,6.0,8.05651600001147,15,1
25,3030.jpg,negative,baseline,2.0,8.0,8.285409699950833,15,1
26,2411.jpg,neutral,baseline,5.0,1.0,3.963820000004489,15,1
27,7002.jpg,neutral,baseline,5.0,1.0,3.170344699989073,15,1
28,7017.jpg,neutral,baseline,5.0,1.0,4.372817800031044,15,1
29,1460.jpg,positive,baseline,6.0,2.0,6.922183100017719,15,1
30,7012.jpg,neutral,baseline,5.0,1.0,3.31341760000214,15,1
31,3230.jpg,negative,baseline,3.0,6.0,6.1001276999595575,15,1
32,7003.jpg,neutral,baseline,5.0,1.0,4.8028797000297345,15,1
33,2540.jpg,positive,baseline,6.0,2.0,4.921811999985948,15,1
34,2101.jpg,neutral,baseline,5.0,1.0,3.8388208000105806,15,1
35,3301.jpg,negative,baseline,3.0,6.0,9.563977399957366,15,1
36,2209.jpg,positive,baseline,6.0,2.0,3.267562600027304,15,1
37,2340.jpg,positive,baseline,7.0,4.0,8.77889790001791,15,1
38,6313.jpg,negative,baseline,3.0,6.0,7.395918499969412,15,1
39,2749.jpg,neutral,baseline,5.0,1.0,5.166994200029876,15,1
40,2347.jpg,positive,baseline,6.0,2.0,3.0238233999698423,15,1
41,3500.jpg,negative,baseline,4.0,2.0,5.618611300014891,15,1
42,2091.jpg,positive,baseline,7.0,3.0,8.064325899991672,15,1
43,3350.jpg,negative,baseline,3.0,6.0,7.992966299992986,15,1
44,3225.jpg,negative,baseline,1.0,7.0,6.999366000003647,15,1
45,2311.jpg,positive,baseline,6.0,1.0,2.5803304000291973,15,1
46,7018.jpg,neutral,baseline,5.0,1.0,4.670788699993864,15,1
47,3195.jpg,negative,baseline,3.0,7.0,7.764156999997795,15,1
48,7000.jpg,neutral,baseline,5.0,1.0,2.4045259000267833,15,1
49,1920.jpg,positive,baseline,6.0,1.0,3.62479719996918,15,1
50,6212.jpg,negative,baseline,4.0,6.0,7.845722600002773,15,1
51,2360.jpg,positive,baseline,6.0,3.0,5.302202999999281,15,1
52,7009.jpg,neutral,baseline,5.0,1.0,3.0064881999860518,15,1
53,3101.jpg,negative,baseline,2.0,7.0,4.915887699986342,15,1
54,2570.jpg,neutral,baseline,5.0,1.0,3.3761047999723814,15,1
55,6360.jpg,negative,baseline,3.0,7.0,2.9134126999997534,15,1
56,1750.jpg,positive,baseline,7.0,1.0,7.615023399994243,15,1
57,3530.jpg,negative,baseline,3.0,7.0,3.6956585999578238,15,1
58,2530.jpg,positive,baseline,6.0,4.0,7.687206100032199,15,1
59,2200.jpg,neutral,baseline,5.0,1.0,5.860730400017928,15,1
0,6360.jpg,negative,regulation,4.0,5.0,10.001871899992693,15,1
1,6313.jpg,negative,regulation,4.0,3.0,6.963643800001591,15,1
2,2205.jpg,negative,regulation,3.0,5.0,7.089589499984868,15,1
3,3005.1.jpg,negative,regulation,1.0,8.0,5.310149099968839,15,1
4,3101.jpg,negative,regulation,4.0,1.0,7.882527400040999,15,1
5,3230.jpg,negative,regulation,5.0,2.0,3.3122584999655373,15,1
6,6212.jpg,negative,regulation,5.0,1.0,4.255658700014465,15,1
7,3180.jpg,negative,regulation,4.0,4.0,5.6585447999532335,15,1
8,3530.jpg,negative,regulation,5.0,4.0,7.100627999985591,15,1
9,2800.jpg,negative,regulation,4.0,6.0,6.513965400052257,15,1
10,3500.jpg,negative,regulation,5.0,2.0,4.002935700002126,15,1
11,6350.jpg,negative,regulation,4.0,2.0,7.9005134999752045,15,1
12,2703.jpg,negative,regulation,4.0,2.0,5.010931199998595,15,1
13,3225.jpg,negative,regulation,3.0,4.0,6.806010100001004,15,1
14,3195.jpg,negative,regulation,3.0,3.0,6.117510200012475,15,1
15,3103.jpg,negative,regulation,3.0,3.0,7.708150100021157,15,1
16,3301.jpg,negative,regulation,4.0,2.0,7.1077699000015855,15,1
17,3030.jpg,negative,regulation,3.0,3.0,6.227611199952662,15,1
18,2095.jpg,negative,regulation,3.0,2.0,6.606573900033254,15,1
19,3350.jpg,negative,regulation,4.0,3.0,3.5470909000141546,15,1
