trial,image,category,phase,valence,arousal,rating_rt,participant_id,session
0,9800.jpg,negative,baseline,3.0,5.0,6.0390968000283465,5,2
1,8010.jpg,neutral,baseline,5.0,4.0,3.479116900009103,5,2
2,8496.jpg,positive,baseline,7.0,6.0,3.011823100037873,5,2
3,9921.jpg,negative,baseline,3.0,6.0,3.1796120000071824,5,2
4,7025.jpg,neutral,baseline,5.0,3.0,2.967270200024359,5,2
5,6540.jpg,negative,baseline,2.0,7.0,2.4647242999635637,5,2
6,7161.jpg,neutral,baseline,5.0,3.0,3.9334492000052705,5,2
7,9140.jpg,negative,baseline,3.0,7.0,3.3789986999472603,5,2
8,9421.jpg,negative,baseline,3.0,6.0,2.901669599930756,5,2
9,8190.jpg,positive,baseline,6.0,5.0,3.41706789995078,5,2
10,7211.jpg,neutral,baseline,5.0,3.0,2.7593703999882564,5,2
11,9413.jpg,negative,baseline,2.0,6.0,3.201435700058937,5,2
12,7150.jpg,neutral,baseline,5.0,3.0,3.322723599965684,5,2
13,7050.jpg,neutral,baseline,5.0,3.0,2.4821871999884024,5,2
14,2550.jpg,positive,baseline,5.0,4.0,4.294268500059843,5,2
15,9210.jpg,neutral,baseline,5.0,5.0,4.665754799963906,5,2
16,5700.jpg,positive,baseline,5.0,4.0,2.9498663999838755,5,2
17,7270.jpg,positive,baseline,6.0,4.0,2.8532843000721186,5,2
18,7037.jpg,neutral,baseline,5.0,4.0,4.02996549999807,5,2
19,8420.jpg,positive,baseline,7.0,6.0,2.537908700061962,5,2
20,8501.jpg,positive,baseline,8.0,8.0,2.439206299954094,5,2
21,9571.jpg,negative,baseline,2.0,7.0,4.475986000034027,5,2
22,8170.jpg,positive,baseline,7.0,5.0,3.7411464999895543,5,2
23,7287.jpg,neutral,baseline,5.0,6.0,3.2741131000220776,5,2
24,9040.jpg,negative,baseline,2.0,7.0,3.32652160001453,5,2
25,9414.jpg,negative,baseline,3.0,6.0,3.345977000077255,5,2
26,9901.jpg,negative,baseline,2.0,7.0,3.6107511000009254,5,2
27,9560.jpg,negative,baseline,5.0,5.0,4.920536099933088,5,2
28,7950.jpg,neutral,baseline,5.0,4.0,2.883081700070761,5,2
29,7502.jpg,positive,baseline,7.0,6.0,3.329859400051646,5,2
30,9220.jpg,negative,baseline,4.0,5.0,3.981556300073862,5,2
31,5825.jpg,positive,baseline,5.0,4.0,3.616815600078553,5,2
32,6560.jpg,negative,baseline,4.0,6.0,5.02448329993058,5,2
33,7175.jpg,neutral,baseline,5.0,3.0,3.5439448999240994,5,2
34,5831.jpg,positive,baseline,6.0,5.0,2.457874199957587,5,2
35,9254.jpg,negative,baseline,2.0,6.0,2.6787102000089362,5,2
36,5600.jpg,positive,baseline,5.0,4.0,3.7546979000326246,5,2
37,5830.jpg,positive,baseline,6.0,3.0,3.1208244001027197,5,2
38,5760.jpg,positive,baseline,6.0,4.0,3.2848851999733597,5,2
39,9940.jpg,negative,baseline,2.0,7.0,2.681334700086154,5,2
40,8370.jpg,positive,baseline,6.0,6.0,2.627851399942301,5,2
41,6563.jpg,negative,baseline,3.0,6.0,2.600404499913566,5,2
42,7484.jpg,neutral,baseline,6.0,5.0,3.476024499977939,5,2
43,9910.jpg,negative,baseline,4.0,7.0,3.634804700035602,5,2
44,7247.jpg,neutral,baseline,5.0,4.0,2.834251399966888,5,2
45,5780.jpg,positive,baseline,6.0,4.0,3.7921885000541806,5,2
46,6570.jpg,negative,baseline,4.0,6.0,4.4278583999257535,5,2
47,7077.jpg,neutral,baseline,4.0,5.0,4.004545100033283,5,2
48,8200.jpg,positive,baseline,6.0,5.0,2.8147267000749707,5,2
49,9322.jpg,negative,baseline,3.0,7.0,2.3917611999204382,5,2
50,7179.jpg,neutral,baseline,5.0,3.0,3.2107814999762923,5,2
51,5910.jpg,positive,baseline,7.0,6.0,6.020676500047557,5,2
52,7035.jpg,neutral,baseline,5.0,4.0,3.922564300009981,5,2
53,7020.jpg,neutral,baseline,5.0,3.0,2.335189399891533,5,2
54,5210.jpg,positive,baseline,6.0,4.0,2.354365900042467,5,2
55,5833.jpg,positive,baseline,6.0,5.0,2.1667599000502378,5,2
56,7041.jpg,neutral,baseline,5.0,3.0,2.068297200021334,5,2
57,7186.jpg,neutral,baseline,5.0,3.0,2.2402530000545084,5,2
58,7640.jpg,neutral,baseline,5.0,6.0,3.4273623999906704,5,2
59,6520.jpg,negative,baseline,3.0,7.0,3.0019146000267938,5,2
0,9940.jpg,negative,regulation,5.0,6.0,6.27046629996039,5,2
1,9220.jpg,negative,regulation,5.0,4.0,4.132557600038126,5,2
2,9040.jpg,negative,regulation,5.0,3.0,4.084186700056307,5,2
3,6563.jpg,negative,regulation,4.0,3.0,3.5311541999690235,5,2
4,9421.jpg,negative,regulation,5.0,3.0,3.9394862999906763,5,2
5,9414.jpg,negative,regulation,5.0,4.0,2.3888137999456376,5,2
6,6540.jpg,negative,regulation,5.0,5.0,2.1420717000728473,5,2
7,6520.jpg,negative,regulation,4.0,5.0,2.9277820999268442,5,2
8,9254.jpg,negative,regulation,4.0,4.0,2.91569009993691,5,2
9,6560.jpg,negative,regulation,5.0,4.0,2.7328105999622494,5,2
10,9910.jpg,negative,regulation,5.0,5.0,3.606434499961324,5,2
11,9140.jpg,negative,regulation,4.0,4.0,3.308916199952364,5,2
12,9322.jpg,negative,regulation,4.0,6.0,2.232255299924873,5,2
13,9413.jpg,negative,regulation,4.0,5.0,3.491664099972695,5,2
14,9571.jpg,negative,regulation,3.0,6.0,3.490487499977462,5,2
15,9560.jpg,negative,regulation,4.0,5.0,3.075366499950178,5,2
16,9901.jpg,negative,regulation,5.0,4.0,2.407631100038998,5,2
17,6570.jpg,negative,regulation,5.0,4.0,3.010814599925652,5,2
18,9800.jpg,negative,regulation,5.0,4.0,3.146754899993539,5,2
19,9921.jpg,negative,regulation,5.0,4.0,2.1187114999629557,5,2
