trial,image,category,phase,valence,arousal,rating_rt,participant_id,session
0,7050.jpg,neutral,baseline,5.0,1.0,10.004812400002265,32,1
1,7247.jpg,neutral,baseline,5.0,1.0,6.976438800018514,32,1
2,7025.jpg,neutral,baseline,5.0,1.0,2.534306999994442,32,1
3,7077.jpg,neutral,baseline,5.0,1.0,2.2607437999977265,32,1
4,7186.jpg,neutral,baseline,5.0,1.0,2.5612629000097513,32,1
5,9910.jpg,negative,baseline,4.0,3.0,4.296134199976223,32,1
6,7287.jpg,neutral,baseline,3.0,1.0,3.718987299973378,32,1
7,6563.jpg,negative,baseline,4.0,2.0,9.702726599993184,32,1
8,9921.jpg,negative,baseline,3.0,5.0,5.181498799996916,32,1
9,5700.jpg,positive,baseline,8.0,7.0,6.330289299978176,32,1
10,7037.jpg,neutral,baseline,5.0,1.0,2.0530450000078417,32,1
11,8496.jpg,positive,baseline,5.0,3.0,3.4106085000094026,32,1
12,9254.jpg,negative,baseline,2.0,5.0,9.242673300002934,32,1
13,6570.jpg,negative,baseline,4.0,5.0,10.001175899989903,32,1
14,8010.jpg,neutral,baseline,1.0,5.0,9.827146099996753,32,1
15,9040.jpg,negative,baseline,3.0,2.0,5.345890500000678,32,1
16,7020.jpg,neutral,baseline,5.0,1.0,2.7716378000041004,32,1
17,6520.jpg,negative,baseline,3.0,3.0,10.001520599995274,32,1
18,5760.jpg,positive,baseline,4.0,2.0,10.003768299997319,32,1
19,7041.jpg,neutral,baseline,5.0,1.0,1.7859813999966718,32,1
20,7502.jpg,positive,baseline,7.0,4.0,4.204031200002646,32,1
21,5825.jpg,positive,baseline,8.0,7.0,2.438148999994155,32,1
22,8190.jpg,positive,baseline,9.0,9.0,1.6749817000236362,32,1
23,5780.jpg,positive,baseline,8.0,6.0,2.8023841999820434,32,1
24,9140.jpg,negative,baseline,4.0,4.0,4.948196899989853,32,1
25,5910.jpg,positive,baseline,5.0,7.0,7.055597300000954,32,1
26,7950.jpg,neutral,baseline,5.0,1.0,2.9002610000025015,32,1
27,8501.jpg,positive,baseline,7.0,7.0,2.7954406999924686,32,1
28,8200.jpg,positive,baseline,5.0,7.0,3.2387585999967996,32,1
29,6540.jpg,negative,baseline,3.0,5.0,4.289336899993941,32,1
30,7484.jpg,neutral,baseline,5.0,2.0,10.002036599995336,32,1
31,9571.jpg,negative,baseline,3.0,3.0,4.462142799980938,32,1
32,5210.jpg,positive,baseline,5.0,3.0,8.519771799998125,32,1
33,5831.jpg,positive,baseline,8.0,6.0,3.74388419999741,32,1
34,7640.jpg,neutral,baseline,5.0,8.0,2.785185699991416,32,1
35,7179.jpg,neutral,baseline,5.0,2.0,3.2057992999907583,32,1
36,7161.jpg,neutral,baseline,5.0,2.0,2.2545406999997795,32,1
37,7035.jpg,neutral,baseline,5.0,2.0,4.72767299998668,32,1
38,7150.jpg,neutral,baseline,5.0,2.0,1.778347899991786,32,1
39,8170.jpg,positive,baseline,5.0,5.0,2.3808205999957863,32,1
40,9901.jpg,negative,baseline,5.0,5.0,7.210738499998115,32,1
41,9210.jpg,neutral,baseline,3.0,5.0,4.614102600025944,32,1
42,9414.jpg,negative,baseline,3.0,8.0,5.3366357999912,32,1
43,9421.jpg,negative,baseline,4.0,6.0,6.6978932000056375,32,1
44,7175.jpg,neutral,baseline,5.0,5.0,3.1870427999820095,32,1
45,5830.jpg,positive,baseline,7.0,6.0,4.703983599989442,32,1
46,8370.jpg,positive,baseline,8.0,8.0,5.010381200001575,32,1
47,5833.jpg,positive,baseline,7.0,7.0,1.9112831999955233,32,1
48,9560.jpg,negative,baseline,3.0,7.0,4.03774109997903,32,1
49,9940.jpg,negative,baseline,4.0,5.0,9.046217699971749,32,1
50,5600.jpg,positive,baseline,4.0,7.0,3.4945874999975786,32,1
51,6560.jpg,negative,baseline,3.0,7.0,5.36955420000595,32,1
52,9800.jpg,negative,baseline,1.0,9.0,4.055726999999024,32,1
53,7211.jpg,neutral,baseline,5.0,4.0,10.0017640000151,32,1
54,8420.jpg,positive,baseline,5.0,2.0,2.5940136999997776,32,1
55,9220.jpg,negative,baseline,5.0,2.0,4.375498899986269,32,1
56,9322.jpg,negative,baseline,3.0,1.0,3.237440400000196,32,1
57,2550.jpg,positive,baseline,8.0,5.0,7.5943773000035435,32,1
58,7270.jpg,positive,baseline,5.0,1.0,3.7928967000043485,32,1
59,9413.jpg,negative,baseline,4.0,7.0,6.463023199990857,32,1
0,9921.jpg,negative,regulation,7.0,7.0,4.670932900015032,32,1
1,6560.jpg,negative,regulation,6.0,6.0,8.186444199993275,32,1
2,6540.jpg,negative,regulation,4.0,7.0,3.794942699983949,32,1
3,9220.jpg,negative,regulation,3.0,7.0,9.248840400017798,32,1
4,9414.jpg,negative,regulation,3.0,7.0,2.5191257999977097,32,1
5,9800.jpg,negative,regulation,1.0,9.0,2.6075520000013057,32,1
6,9940.jpg,negative,regulation,5.0,9.0,4.082656299986411,32,1
7,9140.jpg,negative,regulation,5.0,5.0,7.13922049998655,32,1
8,6570.jpg,negative,regulation,2.0,8.0,6.758133800001815,32,1
9,9040.jpg,negative,regulation,3.0,6.0,6.178107899992028,32,1
10,6520.jpg,negative,regulation,4.0,6.0,4.931138499989174,32,1
11,9560.jpg,negative,regulation,3.0,8.0,2.976358200015966,32,1
12,9421.jpg,negative,regulation,4.0,7.0,3.267301400017459,32,1
13,9254.jpg,negative,regulation,4.0,7.0,3.8414402999915183,32,1
14,9901.jpg,negative,regulation,5.0,5.0,5.434741599980043,32,1
15,9413.jpg,negative,regulation,5.0,3.0,9.42996109998785,32,1
16,9910.jpg,negative,regulation,5.0,2.0,5.386407500016503,32,1
17,6563.jpg,negative,regulation,4.0,8.0,7.409901799983345,32,1
18,9322.jpg,negative,regulation,2.0,8.0,6.267502800008515,32,1
19,9571.jpg,negative,regulation,4.0,5.0,6.795389400009299,32,1
