trial,image,category,phase,valence,arousal,rating_rt,participant_id,session
0,3225.jpg,negative,baseline,2.0,8.0,5.380243200000223,120,2
1,1710.jpg,positive,baseline,8.0,7.0,3.5648212000005515,120,2
2,3005.1.jpg,negative,baseline,1.0,9.0,2.9082817999997133,120,2
3,1920.jpg,positive,baseline,8.0,7.0,3.131322100000034,120,2
4,3350.jpg,negative,baseline,1.0,7.0,2.5522344000000885,120,2
5,2095.jpg,negative,baseline,1.0,8.0,2.1497669000000315,120,2
6,3230.jpg,negative,baseline,1.0,8.0,2.0473621999999523,120,2
7,2050.jpg,positive,baseline,7.0,7.0,3.7304424000003564,120,2
8,2091.jpg,positive,baseline,7.0,6.0,1.852802899999915,120,2
9,1441.jpg,positive,baseline,7.0,6.0,2.1385731000000305,120,2
10,2347.jpg,positive,baseline,8.0,6.0,1.5792719999999463,120,2
11,2340.jpg,positive,baseline,8.0,7.0,2.360173600000053,120,2
12,1460.jpg,positive,baseline,8.0,8.0,2.027390799999921,120,2
13,2209.jpg,positive,baseline,8.0,6.0,2.5721433999997316,120,2
14,2154.jpg,positive,baseline,8.0,7.0,2.8649249000000054,120,2
15,2150.jpg,positive,baseline,8.0,7.0,1.5125993000001472,120,2
16,7012.jpg,neutral,baseline,6.0,5.0,2.1706144999998287,120,2
17,2530.jpg,positive,baseline,7.0,8.0,2.4594912000002296,120,2
18,2360.jpg,positive,baseline,8.0,7.0,3.3294089999999414,120,2
19,6212.jpg,negative,baseline,1.0,7.0,3.0031794000005902,120,2
20,5510.jpg,neutral,baseline,6.0,5.0,2.310662599999887,120,2
21,3500.jpg,negative,baseline,2.0,8.0,2.108698000000004,120,2
22,1440.jpg,positive,baseline,6.0,6.0,2.637103600000046,120,2
23,2311.jpg,positive,baseline,7.0,6.0,2.6729716999998345,120,2
24,7002.jpg,neutral,baseline,5.0,6.0,2.1242847000003167,120,2
25,7004.jpg,neutral,baseline,6.0,6.0,1.9756892999994307,120,2
26,7003.jpg,neutral,baseline,6.0,6.0,2.9309776000000056,120,2
27,2332.jpg,positive,baseline,8.0,7.0,4.844385399999737,120,2
