trial,image,category,phase,valence,arousal,rating_rt,participant_id,session
0,2800.jpg,negative,baseline,2.0,7.0,3.1670748999986245,26,2
1,2101.jpg,neutral,baseline,2.0,7.0,7.857392300000356,26,2
2,2050.jpg,positive,baseline,3.0,5.0,2.5472257000001264,26,2
3,7017.jpg,neutral,baseline,4.0,2.0,1.963257399998838,26,2
4,2154.jpg,positive,baseline,6.0,2.0,2.745944000000236,26,2
5,2749.jpg,neutral,baseline,2.0,6.0,2.4223234000000957,26,2
6,7003.jpg,neutral,baseline,5.0,2.0,2.7376469999999244,26,2
7,3350.jpg,negative,baseline,2.0,7.0,5.212035900000046,26,2
8,2377.jpg,neutral,baseline,3.0,2.0,1.490116400000261,26,2
9,2205.jpg,negative,baseline,5.0,2.0,8.434757800001535,26,2
10,6360.jpg,negative,baseline,2.0,7.0,2.2064450000016222,26,2
11,3225.jpg,negative,baseline,2.0,8.0,2.0671759999986534,26,2
12,5510.jpg,neutral,baseline,5.0,2.0,1.5738958999991155,26,2
13,2209.jpg,positive,baseline,5.0,4.0,2.087679300000673,26,2
14,6313.jpg,negative,baseline,4.0,6.0,4.159891600000265,26,2
15,2091.jpg,positive,baseline,7.0,2.0,2.1477057999982208,26,2
16,5920.jpg,neutral,baseline,5.0,3.0,1.8195415000009234,26,2
17,3500.jpg,negative,baseline,5.0,4.0,1.8054635000007693,26,2
18,7009.jpg,neutral,baseline,5.0,1.0,1.4765092999987246,26,2
19,2570.jpg,neutral,baseline,5.0,2.0,1.9180356999986543,26,2
20,3180.jpg,negative,baseline,3.0,4.0,3.8877348999994865,26,2
21,2530.jpg,positive,baseline,4.0,5.0,3.3795069999996485,26,2
22,1460.jpg,positive,baseline,7.0,2.0,3.6533152000010887,26,2
23,6212.jpg,negative,baseline,2.0,7.0,2.44872740000028,26,2
24,3530.jpg,negative,baseline,2.0,9.0,1.9271386000000348,26,2
25,2340.jpg,positive,baseline,7.0,2.0,2.532614599998851,26,2
26,2058.jpg,positive,baseline,5.0,2.0,4.531834600000366,26,2
27,3301.jpg,negative,baseline,4.0,2.0,3.3035600000002887,26,2
28,7004.jpg,neutral,baseline,4.0,2.0,6.549017299999832,26,2
29,1710.jpg,positive,baseline,8.0,2.0,2.524538500001654,26,2
30,1440.jpg,positive,baseline,8.0,2.0,3.0415653999989445,26,2
31,2095.jpg,negative,baseline,2.0,7.0,1.7458229000003485,26,2
32,3101.jpg,negative,baseline,2.0,9.0,1.7719008000003669,26,2
33,3195.jpg,negative,baseline,1.0,9.0,2.893261299999722,26,2
34,2540.jpg,positive,baseline,8.0,1.0,4.263224599999376,26,2
35,7012.jpg,neutral,baseline,3.0,3.0,2.806336100000408,26,2
36,2200.jpg,neutral,baseline,5.0,2.0,4.414665000000241,26,2
37,1920.jpg,positive,baseline,7.0,2.0,2.929436099999293,26,2
38,1441.jpg,positive,baseline,8.0,1.0,4.148234800000864,26,2
39,7006.jpg,neutral,baseline,2.0,1.0,6.477267899999788,26,2
40,2703.jpg,negative,baseline,2.0,7.0,3.7615920000007463,26,2
41,5532.jpg,neutral,baseline,2.0,4.0,1.9638572000003478,26,2
42,7018.jpg,neutral,baseline,5.0,1.0,4.103814800000691,26,2
43,7000.jpg,neutral,baseline,4.0,1.0,2.417099700000108,26,2
