trial,image,category,phase,valence,arousal,rating_rt,participant_id,session
0,7025.jpg,neutral,baseline,3.0,7.0,10.01373010000134,1,1
1,2540.jpg,positive,baseline,8.0,2.0,9.419092799998907,1,1
2,2205.jpg,negative,baseline,0.0,0.0,10.013506100000086,1,1
3,3005.1.jpg,negative,baseline,2.0,6.0,10.00692270000036,1,1
4,7037.jpg,neutral,baseline,6.0,2.0,7.100892799999201,1,1
5,6520.jpg,negative,baseline,3.0,4.0,4.558731599998282,1,1
6,5760.jpg,positive,baseline,8.0,4.0,4.686189000000013,1,1
7,2091.jpg,positive,baseline,7.0,4.0,3.7811863999995694,1,1
8,2101.jpg,neutral,baseline,5.0,1.0,6.8935724000002665,1,1
9,1710.jpg,positive,baseline,9.0,6.0,2.6069420000003447,1,1
10,2570.jpg,neutral,baseline,6.0,4.0,4.201420699999289,1,1
11,2200.jpg,neutral,baseline,5.0,4.0,5.980706000000282,1,1
12,9140.jpg,negative,baseline,3.0,0.0,10.015518099999099,1,1
13,2703.jpg,negative,baseline,0.0,0.0,10.001732199998514,1,1
14,1440.jpg,positive,baseline,0.0,0.0,10.009905900000376,1,1
0,2205.jpg,negative,regulation,7.0,5.0,6.270646599999964,1,1
1,6520.jpg,negative,regulation,0.0,0.0,10.014523100000588,1,1
2,9140.jpg,negative,regulation,0.0,0.0,10.014292299998488,1,1
3,3005.1.jpg,negative,regulation,0.0,0.0,10.012308299999859,1,1
4,2703.jpg,negative,regulation,0.0,0.0,10.012348500000371,1,1
