trial,image,category,phase,valence,arousal,rating_rt,participant_id,session
0,2540.jpg,positive,baseline,0,0,10.0155876,123,2
1,7006.jpg,neutral,baseline,5,1,6.6836115,123,2
2,3350.jpg,negative,baseline,2,8,7.9986179,123,2
3,2360.jpg,positive,baseline,5,3,8.7347171,123,2
4,5532.jpg,neutral,baseline,4,3,9.9298633,123,2
5,2205.jpg,negative,baseline,2,5,5.5428739,123,2
6,2840.jpg,neutral,baseline,5,1,7.0814666,123,2
7,2332.jpg,positive,baseline,5,2,5.924447,123,2
8,2209.jpg,positive,baseline,5,3,5.4993141,123,2
9,3530.jpg,negative,baseline,5,8,7.5540741,123,2
10,2393.jpg,neutral,baseline,5,1,7.3200137,123,2
11,2058.jpg,positive,baseline,4,5,9.9708113,123,2
12,2200.jpg,neutral,baseline,5,5,6.5203434,123,2
13,3030.jpg,negative,baseline,3,8,7.1425056,123,2
14,2154.jpg,positive,baseline,5,1,9.4065323,123,2
15,1610.jpg,positive,baseline,5,1,5.9705441,123,2
16,1460.jpg,positive,baseline,7,7,5.3697856,123,2
17,1920.jpg,positive,baseline,4,4,9.8031342,123,2
18,1750.jpg,positive,baseline,6,4,8.3630254,123,2
19,3230.jpg,negative,baseline,2,6,7.8014003,123,2
20,2749.jpg,neutral,baseline,5,2,9.0425968,123,2
21,2101.jpg,neutral,baseline,4,4,10.0049919,123,2
22,1440.jpg,positive,baseline,6,2,7.9954178,123,2
23,2570.jpg,neutral,baseline,5,1,4.5408213,123,2
24,7000.jpg,neutral,baseline,5,1,4.5469063,123,2
25,5920.jpg,neutral,baseline,5,5,6.6588667,123,2
26,2703.jpg,negative,baseline,1,8,7.0248857,123,2
27,3500.jpg,negative,baseline,3,8,6.7985409,123,2
28,6360.jpg,negative,baseline,1,9,6.1881325,123,2
29,2311.jpg,positive,baseline,5,2,5.0906748,123,2
30,7004.jpg,neutral,baseline,5,1,3.181621,123,2
31,7017.jpg,neutral,baseline,5,2,3.68026,123,2
32,3101.jpg,negative,baseline,1,7,9.4165952,123,2
33,2347.jpg,positive,baseline,6,2,8.9702554,123,2
34,3195.jpg,negative,baseline,1,9,5.5905715,123,2
35,3005.1.jpg,negative,baseline,1,9,4.1149956,123,2
36,1710.jpg,positive,baseline,8,5,6.5764369,123,2
37,5510.jpg,neutral,baseline,5,2,4.0004595,123,2
38,2411.jpg,neutral,baseline,5,1,7.087167,123,2
39,1441.jpg,positive,baseline,7,3,5.2980183,123,2
40,2095.jpg,negative,baseline,1,8,3.8074084,123,2
41,7012.jpg,neutral,baseline,5,1,8.3502071,123,2
42,2050.jpg,positive,baseline,3,2,7.2634964,123,2
43,2800.jpg,negative,baseline,1,9,3.7710291,123,2
44,6212.jpg,negative,baseline,1,9,4.3070071,123,2
45,2150.jpg,positive,baseline,3,8,5.6163334,123,2
46,3180.jpg,negative,baseline,2,8,5.3444095,123,2
47,7009.jpg,neutral,baseline,5,1,3.6357547,123,2
48,6350.jpg,negative,baseline,2,9,4.4474315,123,2
49,7018.jpg,neutral,baseline,5,2,4.8642584,123,2
50,6313.jpg,negative,baseline,1,9,4.791009,123,2
51,3103.jpg,negative,baseline,1,9,3.6576856,123,2
52,3225.jpg,negative,baseline,1,9,3.3467772,123,2
53,2377.jpg,neutral,baseline,6,2,3.9103147,123,2
54,7002.jpg,neutral,baseline,5,1,2.7746554,123,2
55,2340.jpg,positive,baseline,6,2,4.85467,123,2
56,2091.jpg,positive,baseline,7,2,7.5060785,123,2
57,3301.jpg,negative,baseline,1,9,6.6826287,123,2
58,2530.jpg,positive,baseline,7,2,6.9420252,123,2
59,7003.jpg,neutral,baseline,5,1,4.172712,123,2
0,6360.jpg,negative,regulation,1,9,6.4885041,123,2
1,3180.jpg,negative,regulation,1,9,4.9621947,123,2
2,6212.jpg,negative,regulation,1,9,2.8292395,123,2
3,3350.jpg,negative,regulation,1,9,3.3623064,123,2
4,3301.jpg,negative,regulation,1,9,4.7629797,123,2
5,3195.jpg,negative,regulation,1,9,5.1134446,123,2
6,3030.jpg,negative,regulation,1,9,4.3129064,123,2
7,2205.jpg,negative,regulation,2,8,6.3985563,123,2
8,6350.jpg,negative,regulation,1,9,3.6633023,123,2
9,3005.1.jpg,negative,regulation,1,9,2.8953354,123,2
10,2800.jpg,negative,regulation,1,9,3.3629494,123,2
11,3230.jpg,negative,regulation,1,9,3.8460724,123,2
12,3530.jpg,negative,regulation,1,9,3.9791578,123,2
13,2095.jpg,negative,regulation,1,9,3.3793412,123,2
14,3103.jpg,negative,regulation,1,9,3.6126342,123,2
15,2703.jpg,negative,regulation,1,9,4.0470902,123,2
16,3225.jpg,negative,regulation,1,9,3.5960618,123,2
17,3101.jpg,negative,regulation,1,9,4.1300196,123,2
18,6313.jpg,negative,regulation,1,9,3.1797689,123,2
19,3500.jpg,negative,regulation,1,9,2.9794689,123,2
