trial,image,category,phase,valence,arousal,rating_rt,participant_id,session
0,9210.jpg,neutral,baseline,7.0,0.0,10.004777500000273,26,1
1,5760.jpg,positive,baseline,9.0,2.0,6.634315100000094,26,1
2,7161.jpg,neutral,baseline,5.0,4.0,7.086176599999817,26,1
3,7175.jpg,neutral,baseline,6.0,1.0,5.232847300001595,26,1
4,9413.jpg,negative,baseline,3.0,7.0,5.8841732000000775,26,1
5,9254.jpg,negative,baseline,2.0,7.0,6.210996499999965,26,1
6,8200.jpg,positive,baseline,4.0,7.0,5.486158699999578,26,1
7,5210.jpg,positive,baseline,9.0,1.0,3.7856126000006043,26,1
8,7179.jpg,neutral,baseline,6.0,7.0,3.005041099999289,26,1
9,8370.jpg,positive,baseline,8.0,7.0,5.2128563999995094,26,1
10,9921.jpg,negative,baseline,4.0,8.0,6.441690699999526,26,1
11,8170.jpg,positive,baseline,7.0,5.0,5.264412799999263,26,1
12,7950.jpg,neutral,baseline,4.0,2.0,3.3077277000011236,26,1
13,7270.jpg,positive,baseline,7.0,3.0,5.3203840000005584,26,1
14,9800.jpg,negative,baseline,5.0,7.0,5.298711900000853,26,1
15,7640.jpg,neutral,baseline,4.0,6.0,4.089324900000065,26,1
16,9421.jpg,negative,baseline,4.0,3.0,4.964615900000354,26,1
17,7020.jpg,neutral,baseline,5.0,3.0,3.5005017000003136,26,1
18,8420.jpg,positive,baseline,7.0,3.0,2.5125592999993387,26,1
19,7484.jpg,neutral,baseline,8.0,1.0,3.4816453000003094,26,1
20,6540.jpg,negative,baseline,6.0,7.0,5.082476699999461,26,1
21,5830.jpg,positive,baseline,8.0,2.0,3.8139047999993636,26,1
22,8501.jpg,positive,baseline,7.0,2.0,3.541327699998874,26,1
23,5600.jpg,positive,baseline,4.0,2.0,5.6213809000000765,26,1
24,8190.jpg,positive,baseline,2.0,2.0,2.9970805999982986,26,1
25,9940.jpg,negative,baseline,4.0,7.0,3.2884935999991285,26,1
26,8496.jpg,positive,baseline,6.0,8.0,2.1630602999994153,26,1
27,9571.jpg,negative,baseline,2.0,8.0,3.847128999999768,26,1
28,5831.jpg,positive,baseline,8.0,2.0,2.0079063000011956,26,1
29,9901.jpg,negative,baseline,4.0,6.0,3.132163899999796,26,1
30,6560.jpg,negative,baseline,5.0,9.0,4.4027185999984795,26,1
31,9414.jpg,negative,baseline,3.0,9.0,4.061589000000822,26,1
32,7077.jpg,neutral,baseline,5.0,1.0,5.025974399999541,26,1
33,7150.jpg,neutral,baseline,6.0,1.0,3.520013500001369,26,1
34,5780.jpg,positive,baseline,7.0,2.0,2.2930169999999634,26,1
35,6570.jpg,negative,baseline,5.0,6.0,2.0946002999990014,26,1
36,9560.jpg,negative,baseline,2.0,7.0,1.9353496999992785,26,1
37,7050.jpg,neutral,baseline,5.0,1.0,2.7120250000007218,26,1
38,9322.jpg,negative,baseline,2.0,8.0,2.571637799999735,26,1
39,5825.jpg,positive,baseline,8.0,1.0,1.771821500000442,26,1
40,7035.jpg,neutral,baseline,4.0,2.0,2.763479900000675,26,1
41,7247.jpg,neutral,baseline,5.0,3.0,2.0462588999998843,26,1
42,9910.jpg,negative,baseline,5.0,4.0,2.384036899999046,26,1
43,7025.jpg,neutral,baseline,5.0,1.0,2.9091876999991655,26,1
44,5833.jpg,positive,baseline,8.0,3.0,3.465172700000039,26,1
45,8010.jpg,neutral,baseline,5.0,4.0,4.018309400000362,26,1
46,7502.jpg,positive,baseline,8.0,2.0,2.2357384000006277,26,1
47,7186.jpg,neutral,baseline,5.0,1.0,2.22124679999979,26,1
48,7037.jpg,neutral,baseline,4.0,1.0,1.6564586000004056,26,1
49,6563.jpg,negative,baseline,4.0,5.0,2.0435910999985936,26,1
50,5910.jpg,positive,baseline,6.0,5.0,1.6540913999997429,26,1
51,7287.jpg,neutral,baseline,7.0,3.0,5.518155099998694,26,1
52,7211.jpg,neutral,baseline,5.0,2.0,4.285326899998836,26,1
53,9220.jpg,negative,baseline,5.0,6.0,6.693039800000406,26,1
54,7041.jpg,neutral,baseline,4.0,5.0,5.717791200000647,26,1
