trial,image,category,phase,valence,arousal,rating_rt,participant_id,session
0,7211.jpg,neutral,baseline,5.0,1.0,9.41376240000136,17,2
1,5600.jpg,positive,baseline,5.0,2.0,7.053055399999721,17,2
2,8496.jpg,positive,baseline,6.0,2.0,7.566509399999632,17,2
3,8420.jpg,positive,baseline,5.0,1.0,9.27346469999975,17,2
4,9414.jpg,negative,baseline,4.0,2.0,9.011490400000184,17,2
5,7037.jpg,neutral,baseline,5.0,1.0,10.00231089999943,17,2
6,7161.jpg,neutral,baseline,5.0,1.0,10.008349899999303,17,2
7,8501.jpg,positive,baseline,6.0,2.0,8.306550600000264,17,2
8,7041.jpg,neutral,baseline,5.0,1.0,3.3343129999993835,17,2
9,5831.jpg,positive,baseline,6.0,2.0,5.278676100000666,17,2
10,7077.jpg,neutral,baseline,5.0,1.0,3.5357372999988,17,2
11,7179.jpg,neutral,baseline,6.0,2.0,3.7238187000002654,17,2
12,9910.jpg,negative,baseline,4.0,2.0,5.327740300001096,17,2
13,7020.jpg,neutral,baseline,5.0,1.0,2.538581400000112,17,2
14,7186.jpg,neutral,baseline,5.0,1.0,2.400007399999595,17,2
15,9210.jpg,neutral,baseline,5.0,1.0,3.9229983000004722,17,2
16,7035.jpg,neutral,baseline,5.0,1.0,2.94023019999986,17,2
17,7950.jpg,neutral,baseline,5.0,1.0,1.9105309000005946,17,2
18,5833.jpg,positive,baseline,6.0,2.0,6.729452999999921,17,2
19,7640.jpg,neutral,baseline,4.0,2.0,4.5975042000009125,17,2
20,5910.jpg,positive,baseline,6.0,2.0,6.477783199999976,17,2
21,7025.jpg,neutral,baseline,5.0,1.0,1.9077692999999272,17,2
22,7502.jpg,positive,baseline,6.0,3.0,4.18894249999903,17,2
23,5210.jpg,positive,baseline,6.0,2.0,2.5150446999996348,17,2
24,7270.jpg,positive,baseline,5.0,1.0,3.867839400001685,17,2
25,7247.jpg,neutral,baseline,4.0,2.0,3.1608857000010175,17,2
26,8170.jpg,positive,baseline,5.0,1.0,2.1957279999987804,17,2
27,5825.jpg,positive,baseline,6.0,2.0,5.256355800000165,17,2
28,5780.jpg,positive,baseline,5.0,1.0,2.6356711000007635,17,2
29,6570.jpg,negative,baseline,4.0,2.0,4.520602399999916,17,2
30,9901.jpg,negative,baseline,4.0,2.0,3.5310433999984525,17,2
31,8370.jpg,positive,baseline,6.0,2.0,4.7542952000003424,17,2
32,9220.jpg,negative,baseline,4.0,3.0,10.004634400000214,17,2
33,2550.jpg,positive,baseline,6.0,3.0,7.017592500000319,17,2
34,5700.jpg,positive,baseline,5.0,1.0,2.4321415000013076,17,2
35,9940.jpg,negative,baseline,4.0,2.0,2.8533155000004626,17,2
36,6520.jpg,negative,baseline,3.0,3.0,9.610792100000253,17,2
37,9560.jpg,negative,baseline,4.0,2.0,3.163656800001263,17,2
38,9800.jpg,negative,baseline,4.0,3.0,7.294611999999688,17,2
39,9421.jpg,negative,baseline,4.0,2.0,4.618450699999812,17,2
40,8200.jpg,positive,baseline,5.0,1.0,2.765980000000127,17,2
41,8190.jpg,positive,baseline,6.0,2.0,3.4401894000002358,17,2
42,9040.jpg,negative,baseline,3.0,5.0,6.102005400000053,17,2
43,7050.jpg,neutral,baseline,5.0,1.0,2.2047727999997733,17,2
44,6540.jpg,negative,baseline,3.0,3.0,3.246033699999316,17,2
45,7150.jpg,neutral,baseline,5.0,1.0,1.79631899999913,17,2
46,7175.jpg,neutral,baseline,5.0,1.0,1.9534014000000752,17,2
47,9322.jpg,negative,baseline,3.0,5.0,3.399430899999061,17,2
48,6563.jpg,negative,baseline,4.0,4.0,5.099437599999874,17,2
49,7484.jpg,neutral,baseline,4.0,3.0,6.665327299999262,17,2
50,9140.jpg,negative,baseline,2.0,6.0,3.342686699999831,17,2
51,9921.jpg,negative,baseline,3.0,5.0,4.4641921000002185,17,2
52,6560.jpg,negative,baseline,3.0,5.0,3.2891059999983554,17,2
53,5760.jpg,positive,baseline,6.0,2.0,7.85274660000141,17,2
54,7287.jpg,neutral,baseline,4.0,2.0,3.2513080000007903,17,2
55,9571.jpg,negative,baseline,2.0,6.0,4.301744100001088,17,2
56,5830.jpg,positive,baseline,6.0,3.0,5.374049500000183,17,2
57,8010.jpg,neutral,baseline,5.0,1.0,3.1398435000010068,17,2
58,9413.jpg,negative,baseline,3.0,5.0,4.1217280000000756,17,2
59,9254.jpg,negative,baseline,2.0,7.0,5.332888000000821,17,2
0,9901.jpg,negative,regulation,5.0,1.0,4.18451769999956,17,2
1,9254.jpg,negative,regulation,3.0,6.0,7.622809000000416,17,2
2,9921.jpg,negative,regulation,4.0,5.0,3.8652664000001096,17,2
3,9910.jpg,negative,regulation,5.0,2.0,3.9024790999992547,17,2
4,9414.jpg,negative,regulation,5.0,1.0,5.459274299999379,17,2
5,6570.jpg,negative,regulation,5.0,1.0,2.2445614999996906,17,2
6,9040.jpg,negative,regulation,3.0,5.0,9.841022000000521,17,2
7,9560.jpg,negative,regulation,5.0,1.0,4.642712100001518,17,2
8,9413.jpg,negative,regulation,4.0,3.0,5.03536239999994,17,2
9,9140.jpg,negative,regulation,3.0,5.0,4.799855299999763,17,2
10,9571.jpg,negative,regulation,3.0,5.0,2.8654864999989513,17,2
11,6540.jpg,negative,regulation,4.0,3.0,5.425082499999917,17,2
12,9220.jpg,negative,regulation,5.0,2.0,3.448559899999964,17,2
13,9322.jpg,negative,regulation,4.0,3.0,5.756280400000833,17,2
14,9940.jpg,negative,regulation,5.0,1.0,1.738168100000621,17,2
15,6560.jpg,negative,regulation,4.0,2.0,3.8809569999993982,17,2
16,9800.jpg,negative,regulation,4.0,1.0,4.179966800000329,17,2
17,9421.jpg,negative,regulation,5.0,1.0,2.382440299999871,17,2
18,6563.jpg,negative,regulation,5.0,1.0,2.2094954999993206,17,2
19,6520.jpg,negative,regulation,5.0,1.0,4.678261200000634,17,2
