trial,image,category,phase,valence,arousal,rating_rt,participant_id,session
0,8200.jpg,positive,baseline,5.0,6.0,10.003575799999453,11,2
1,5830.jpg,positive,baseline,6.0,5.0,3.834992499998407,11,2
2,7020.jpg,neutral,baseline,5.0,2.0,4.175674199999776,11,2
3,7502.jpg,positive,baseline,6.0,7.0,3.3783688000003167,11,2
4,5780.jpg,positive,baseline,5.0,2.0,7.380214500000875,11,2
5,9413.jpg,negative,baseline,4.0,5.0,7.212320200000249,11,2
6,7640.jpg,neutral,baseline,5.0,6.0,3.6404737000011664,11,2
7,9254.jpg,negative,baseline,4.0,7.0,4.552831799999694,11,2
8,6563.jpg,negative,baseline,4.0,6.0,2.422153600000456,11,2
9,9040.jpg,negative,baseline,3.0,8.0,4.6185644999986835,11,2
10,7270.jpg,positive,baseline,5.0,3.0,3.9303773999999976,11,2
11,9220.jpg,negative,baseline,4.0,6.0,3.886558899999727,11,2
12,7037.jpg,neutral,baseline,5.0,3.0,2.961465999998836,11,2
13,5910.jpg,positive,baseline,5.0,6.0,2.49945039999875,11,2
14,7035.jpg,neutral,baseline,5.0,2.0,2.616103700000167,11,2
15,7077.jpg,neutral,baseline,5.0,3.0,1.986223699999755,11,2
16,7179.jpg,neutral,baseline,5.0,3.0,3.280211400000553,11,2
17,2550.jpg,positive,baseline,6.0,6.0,3.998578599999746,11,2
18,6560.jpg,negative,baseline,4.0,7.0,2.6769574000009015,11,2
19,9940.jpg,negative,baseline,5.0,6.0,3.2186916999999085,11,2
20,7186.jpg,neutral,baseline,5.0,2.0,2.3667433000009623,11,2
21,9910.jpg,negative,baseline,5.0,6.0,4.924903299999642,11,2
22,9140.jpg,negative,baseline,4.0,7.0,3.1737954000000173,11,2
23,7150.jpg,neutral,baseline,5.0,2.0,2.2802587000005587,11,2
24,7247.jpg,neutral,baseline,5.0,3.0,7.183514300000752,11,2
25,5833.jpg,positive,baseline,5.0,2.0,2.9785317000005307,11,2
26,7211.jpg,neutral,baseline,5.0,2.0,2.081087299999126,11,2
27,7050.jpg,neutral,baseline,5.0,2.0,4.932106800000838,11,2
28,9421.jpg,negative,baseline,4.0,6.0,6.797866700000668,11,2
29,7484.jpg,neutral,baseline,4.0,6.0,3.1419559000005393,11,2
30,8190.jpg,positive,baseline,5.0,3.0,4.311442899999747,11,2
31,8010.jpg,neutral,baseline,4.0,6.0,2.3509671000010712,11,2
32,5831.jpg,positive,baseline,5.0,5.0,4.001653900000747,11,2
33,5600.jpg,positive,baseline,5.0,2.0,4.76082249999854,11,2
34,5700.jpg,positive,baseline,5.0,6.0,5.344899100000475,11,2
35,7287.jpg,neutral,baseline,4.0,5.0,7.067906199999925,11,2
36,5825.jpg,positive,baseline,5.0,3.0,5.270608700000594,11,2
37,5210.jpg,positive,baseline,6.0,3.0,5.820854599998711,11,2
38,7161.jpg,neutral,baseline,5.0,3.0,3.741007800001171,11,2
39,5760.jpg,positive,baseline,6.0,4.0,4.823562399998991,11,2
40,9571.jpg,negative,baseline,3.0,6.0,4.986783500000456,11,2
41,9921.jpg,negative,baseline,4.0,7.0,6.059328399998776,11,2
42,8496.jpg,positive,baseline,5.0,5.0,6.81193919999896,11,2
43,6540.jpg,negative,baseline,4.0,6.0,3.324109099999987,11,2
44,9414.jpg,negative,baseline,4.0,6.0,4.189303200000722,11,2
45,7950.jpg,neutral,baseline,5.0,2.0,2.6934723000013037,11,2
46,9322.jpg,negative,baseline,4.0,5.0,3.169771700000638,11,2
