trial,image,category,phase,valence,arousal,rating_rt,participant_id,session
0,2540.jpg,positive,baseline,8.0,4.0,7.728411700009019,6,1
1,2154.jpg,positive,baseline,7.0,5.0,5.128060400005779,6,1
2,2800.jpg,negative,baseline,2.0,3.0,4.072719800009509,6,1
3,2209.jpg,positive,baseline,8.0,3.0,3.500296600002912,6,1
4,3301.jpg,negative,baseline,1.0,4.0,3.199089499990805,6,1
5,2347.jpg,positive,baseline,7.0,3.0,3.254778799993801,6,1
6,3530.jpg,negative,baseline,3.0,2.0,3.3489168000087375,6,1
7,1441.jpg,positive,baseline,8.0,7.0,2.768888999999035,6,1
8,1460.jpg,positive,baseline,8.0,7.0,3.2435829999885755,6,1
9,2377.jpg,neutral,baseline,5.0,2.0,2.3427240000019083,6,1
10,6313.jpg,negative,baseline,2.0,5.0,1.7605520999932196,6,1
11,6360.jpg,negative,baseline,0.0,0.0,10.002355000004172,6,1
12,2205.jpg,negative,baseline,2.0,4.0,3.482795599993551,6,1
13,2703.jpg,negative,baseline,2.0,4.0,2.9859513000119478,6,1
14,1710.jpg,positive,baseline,8.0,6.0,2.423163500003284,6,1
15,1440.jpg,positive,baseline,9.0,7.0,1.8892711999942549,6,1
16,7002.jpg,neutral,baseline,6.0,2.0,2.496894500000053,6,1
17,5532.jpg,neutral,baseline,5.0,2.0,2.6285348999954294,6,1
18,2340.jpg,positive,baseline,7.0,2.0,4.713317300003837,6,1
19,3005.1.jpg,negative,baseline,1.0,4.0,1.628605099991546,6,1
20,2411.jpg,neutral,baseline,3.0,3.0,2.844880499993451,6,1
21,7012.jpg,neutral,baseline,5.0,1.0,2.5059713999944506,6,1
22,3103.jpg,negative,baseline,3.0,3.0,2.8497817999887047,6,1
23,2091.jpg,positive,baseline,8.0,6.0,2.4244869999965886,6,1
24,3230.jpg,negative,baseline,2.0,5.0,2.2182032999990042,6,1
25,7000.jpg,neutral,baseline,6.0,3.0,1.9566822000051616,6,1
26,7017.jpg,neutral,baseline,5.0,2.0,1.9464622999948915,6,1
27,2570.jpg,neutral,baseline,5.0,2.0,2.5832746000087354,6,1
28,7003.jpg,neutral,baseline,5.0,1.0,1.9897223000007216,6,1
29,3101.jpg,negative,baseline,3.0,4.0,2.4186469999986002,6,1
30,6350.jpg,negative,baseline,2.0,3.0,2.2648446999955922,6,1
31,2332.jpg,positive,baseline,8.0,7.0,1.6204674000036903,6,1
