trial,image,category,phase,valence,arousal,rating_rt,participant_id,session
0,8190.jpg,positive,baseline,6.0,5.0,10.004208199999994,22,1
1,2550.jpg,positive,baseline,5.0,5.0,7.035951600002591,22,1
2,7179.jpg,neutral,baseline,6.0,6.0,3.45190129999537,22,1
3,9322.jpg,negative,baseline,2.0,4.0,8.48748820000037,22,1
4,9040.jpg,negative,baseline,2.0,6.0,3.8907088999985717,22,1
5,5830.jpg,positive,baseline,6.0,6.0,5.5209336999978404,22,1
6,9413.jpg,negative,baseline,3.0,4.0,6.185455400001956,22,1
7,5600.jpg,positive,baseline,5.0,2.0,3.5749505999992834,22,1
8,7025.jpg,neutral,baseline,5.0,1.0,4.651714899999206,22,1
9,9910.jpg,negative,baseline,5.0,6.0,5.057386800006498,22,1
10,5910.jpg,positive,baseline,6.0,4.0,4.959280600000056,22,1
11,7186.jpg,neutral,baseline,5.0,2.0,4.034779199995683,22,1
12,9940.jpg,negative,baseline,5.0,3.0,5.2321392000012565,22,1
13,7050.jpg,neutral,baseline,5.0,1.0,4.652483500001836,22,1
14,5833.jpg,positive,baseline,7.0,5.0,5.227747600001749,22,1
15,5825.jpg,positive,baseline,7.0,6.0,4.602256500002113,22,1
16,7287.jpg,neutral,baseline,4.0,4.0,5.432057099998929,22,1
17,7035.jpg,neutral,baseline,6.0,3.0,2.757851500005927,22,1
18,8501.jpg,positive,baseline,8.0,6.0,8.267566700000316,22,1
19,9421.jpg,negative,baseline,3.0,3.0,2.973468199998024,22,1
20,7247.jpg,neutral,baseline,4.0,4.0,3.911949099987396,22,1
21,9901.jpg,negative,baseline,4.0,2.0,4.168367499994929,22,1
22,5780.jpg,positive,baseline,6.0,5.0,3.248890400005621,22,1
23,8010.jpg,neutral,baseline,4.0,2.0,2.920151199999964,22,1
24,9140.jpg,negative,baseline,3.0,3.0,3.2710744999931194,22,1
25,5831.jpg,positive,baseline,5.0,2.0,3.9406531999993604,22,1
26,9254.jpg,negative,baseline,4.0,3.0,3.795131599996239,22,1
27,7270.jpg,positive,baseline,5.0,3.0,4.971238600002835,22,1
28,8370.jpg,positive,baseline,5.0,2.0,3.320123399986187,22,1
